# --- TEST-START ---
# CONFIG_JSON: {"name":"Custom 2D Slice","mode":"custom","polarization":"vertical","sweep":{"start_ghz":2.0,"stop_ghz":18.0,"points":51,"format":"MAG","power_dbm":0.0},"grid":{"phi_step_deg":null,"theta_step_deg":null,"custom_axis":"phi","custom_angle_deg":0.0,"custom_step_deg":1.0},"plot_options":{"title":"Live Pattern","grid":false,"y_limits":[-60.0,0.0],"do_not_modify_vna":false},"created_local":"2026-03-25 14:16:15","created_utc":"2026-03-25T18:16:15.236047Z"}
# META: vna=VNAController
# META: positioner=SerialController
# META: polarization=vertical
Phi (deg),Theta (deg),Frequency (GHz),Magnitude (dB)
0.0,3.0,3.6,-33.98,-64.442132889102
0.0,3.0,3.92,-38.72,65.08277244005023
0.0,3.0,4.24,-42.5,169.90837481858426
0.0,3.0,4.56,-57.35,-109.7180952292355
0.0,3.0,4.88,-45.6,150.07817779615493
0.0,3.0,5.2,-37.83,-160.07460986434603
0.0,3.0,5.52,-39.09,-56.363953090776164
0.0,3.0,5.84,-38.47,8.436095712068903
0.0,3.0,6.16,-43.65,104.5428963371742
0.0,3.0,6.48,-62.41,167.07650249728445
0.0,3.0,6.8,-55.57,45.91768527960384
0.0,3.0,7.12,-46.35,-155.22586185402122
0.0,3.0,7.44,-42.76,-72.28749191485595
0.0,3.0,7.76,-41.67,24.621774659593015
0.0,3.0,8.08,-45.15,82.63517740118495
0.0,3.0,8.4,-59.82,91.4365230312149
0.0,3.0,8.72,-51.79,-52.11327998366424
0.0,3.0,9.04,-50.04,128.57693016676782
0.0,3.0,9.36,-46.73,-100.01074522058632
0.0,3.0,9.68,-48.34,28.53881466911268
0.0,3.0,10.0,-48.48,102.39158529726953
0.0,3.0,10.32,-52.56,165.5305922000991
0.0,3.0,10.64,-55.01,-110.04734459290526
0.0,3.0,10.96,-57.2,48.974342418677416
0.0,3.0,11.28,-64.42,169.35650409984
0.0,3.0,11.6,-60.05,-32.84823757137516
0.0,3.0,11.92,-55.11,54.03989917392446
0.0,3.0,12.24,-54.46,126.10099557495725
0.0,3.0,12.56,-60.71,178.23218096603475
0.0,3.0,12.88,-74.32,-21.49025774151951
0.0,3.0,13.2,-66.88,74.07538018247637
0.0,3.0,13.52,-69.87,163.52310258834547
0.0,3.0,13.84,-62.15,-64.39551789653235
0.0,3.0,14.16,-60.24,25.391678145699053
0.0,3.0,14.48,-62.6,-44.47312718301446
0.0,3.0,14.8,-57.64,-146.72042961714553
0.0,3.0,15.12,-64.97,-89.42127519391317
0.0,3.0,15.44,-69.26,44.70934731478091
0.0,3.0,15.76,-65.93,111.24611310281654
0.0,3.0,16.08,-64.3,-95.76570177536578
0.0,3.0,16.4,-68.59,-65.47296994585798
0.0,3.0,16.72,-64.52,-32.295846131378376
0.0,3.0,17.04,-69.16,-17.31582179136089
0.0,3.0,17.36,-78.14,63.924803902437866
0.0,3.0,17.68,-74.5,171.6221329000334
0.0,3.0,18.0,-82.23,-24.17153991857178
0.0,4.0,2.0,-28.96,-36.92457543748953
0.0,4.0,2.32,-35.78,-111.50232984343725
0.0,4.0,2.64,-50.95,-29.960923770525252
0.0,4.0,2.96,-31.81,-163.0639967093895
0.0,4.0,3.28,-33.89,-102.93900442940253
0.0,4.0,3.6,-33.85,-65.35852380064226
0.0,4.0,3.92,-38.47,63.551126888189756
0.0,4.0,4.24,-41.96,167.81185850462523
0.0,4.0,4.56,-57.29,-118.3076883460825
0.0,4.0,4.88,-45.94,151.75251812829632
0.0,4.0,5.2,-37.75,-158.19878786856108
0.0,4.0,5.52,-38.71,-56.4008050625313
0.0,4.0,5.84,-38.44,9.710049158611394
0.0,4.0,6.16,-43.46,102.79081288633618
0.0,4.0,6.48,-63.47,175.52789141347233
0.0,4.0,6.8,-56.43,34.72537068422575
0.0,4.0,7.12,-47.05,-153.73046428627183
0.0,4.0,7.44,-43.42,-75.78711568101447
0.0,4.0,7.76,-41.33,22.271841561186303
0.0,4.0,8.08,-44.56,89.62377364306182
0.0,4.0,8.4,-57.9,34.97826323229625
0.0,4.0,8.72,-54.31,-86.29765250279918
0.0,4.0,9.04,-55.36,88.76802556441538
0.0,4.0,9.36,-47.81,-130.7347505783789
0.0,4.0,9.68,-48.84,8.357268164555958
0.0,4.0,10.0,-47.36,95.76885804300814
0.0,4.0,10.32,-52.12,171.6320359699435
0.0,4.0,10.64,-56.6,-111.43476859764048
0.0,4.0,10.96,-59.98,50.701616233309615
0.0,4.0,11.28,-65.13,-177.95370226716867
0.0,4.0,11.6,-61.53,-33.407606672458186
0.0,4.0,11.92,-54.2,47.35387582264901
0.0,4.0,12.24,-53.36,129.22480304280796
0.0,4.0,12.56,-59.47,-173.13411643846857
0.0,4.0,12.88,-88.63,0.11201346755494151
0.0,4.0,13.2,-68.21,107.54865276954878
0.0,4.0,13.52,-73.69,-131.73655583692474
0.0,4.0,13.84,-62.21,-46.51631132619986
0.0,4.0,14.16,-58.85,24.89171103050512
0.0,4.0,14.48,-61.61,-40.93448928061771
0.0,4.0,14.8,-58.36,-160.52654703761166
0.0,4.0,15.12,-62.79,-129.9125050804185
0.0,4.0,15.44,-68.58,16.530704353584607
0.0,4.0,15.76,-68.14,97.34811285704102
0.0,4.0,16.08,-63.21,-130.47616051013875
0.0,4.0,16.4,-65.67,-63.654824758822386
0.0,4.0,16.72,-62.42,-33.26089224639441
0.0,4.0,17.04,-68.48,-18.593211016687203
0.0,4.0,17.36,-75.66,107.21446101367422
0.0,4.0,17.68,-71.87,-172.52873487751572
0.0,4.0,18.0,-70.58,3.739387371209575
0.0,5.0,2.0,-28.93,-37.88103395957797
0.0,5.0,2.32,-35.6,-112.28617540706222
0.0,5.0,2.64,-49.45,-35.085484249521436
0.0,5.0,2.96,-31.59,-160.8508673523898
0.0,5.0,3.28,-33.9,-103.97303597268899
0.0,5.0,3.6,-33.83,-64.21983352907311
0.0,5.0,3.92,-38.32,64.46875438375218
0.0,5.0,4.24,-41.26,165.12090961592062
0.0,5.0,4.56,-55.54,-141.251484799093
0.0,5.0,4.88,-45.9,157.25332790532755
0.0,5.0,5.2,-37.52,-155.6666525226563
0.0,5.0,5.52,-38.5,-55.624006469618976
0.0,5.0,5.84,-38.23,11.432086823321736
0.0,5.0,6.16,-43.32,100.67661457916722
0.0,5.0,6.48,-60.57,-149.71288088077867
0.0,5.0,6.8,-56.87,36.41535765445867
0.0,5.0,7.12,-48.13,-153.0724957474096
0.0,5.0,7.44,-44.81,-75.86633412740906
0.0,5.0,7.76,-41.42,16.74604430115946
0.0,5.0,8.08,-43.7,95.5830553833654
0.0,5.0,8.4,-57.35,-20.501744211490276
0.0,5.0,8.72,-63.54,-105.16749473818561
0.0,5.0,9.04,-67.53,-20.908369456566735
0.0,5.0,9.36,-53.24,-161.809951866857
0.0,5.0,9.68,-52.17,-9.391127380867253
0.0,5.0,10.0,-47.45,88.67041586705179
0.0,5.0,10.32,-51.6,174.55063533410976
0.0,5.0,10.64,-57.38,-101.52073099988637
0.0,5.0,10.96,-57.78,63.13700285447374
0.0,5.0,11.28,-65.0,158.82025361889555
0.0,5.0,11.6,-60.22,-48.282082269611685
0.0,5.0,11.92,-54.02,52.0037173973489
0.0,5.0,12.24,-54.48,122.29907612295386
0.0,5.0,12.56,-57.23,-167.99229311631888
0.0,5.0,12.88,-79.34,-46.82023957885113
0.0,5.0,13.2,-66.85,86.03773459738865
0.0,5.0,13.52,-70.39,171.34669079561328
0.0,5.0,13.84,-65.47,-32.46995450950537
0.0,5.0,14.16,-58.95,26.99265872480406
0.0,5.0,14.48,-61.32,-43.78868693582521
0.0,5.0,14.8,-60.61,-163.92703604003333
0.0,5.0,15.12,-63.51,-150.41208802599647
0.0,5.0,15.44,-76.44,-6.866871873257945
0.0,5.0,15.76,-65.9,83.39555524920544
0.0,5.0,16.08,-68.62,176.94670665302135
0.0,5.0,16.4,-61.41,-74.87290630679935
0.0,5.0,16.72,-62.56,-43.49956063131958
0.0,5.0,17.04,-67.74,6.180828318624884
0.0,5.0,17.36,-78.37,87.61563535472285
0.0,5.0,17.68,-75.18,166.4914811393689
0.0,5.0,18.0,-77.3,-24.35323627287049
0.0,6.0,2.0,-28.8,-38.96290717815275
0.0,6.0,2.32,-35.5,-113.82562090871278
0.0,6.0,2.64,-48.05,-39.61414613247685
0.0,6.0,2.96,-31.38,-158.63877499762128
0.0,6.0,3.28,-33.79,-104.43422198722986
0.0,6.0,3.6,-33.97,-62.752551371450764
0.0,6.0,3.92,-38.29,63.69764402790171
0.0,6.0,4.24,-40.72,163.060234050131
0.0,6.0,4.56,-53.99,-155.90897891350943
0.0,6.0,4.88,-45.9,162.50177212168057
0.0,6.0,5.2,-37.45,-154.29478737035603
0.0,6.0,5.52,-38.12,-55.116356130478295
0.0,6.0,5.84,-38.05,13.58888012468376
0.0,6.0,6.16,-43.24,100.61914341154697
0.0,6.0,6.48,-59.23,-168.4390546798081
0.0,6.0,6.8,-56.98,27.0555587846577
0.0,6.0,7.12,-48.53,-142.98048877646872
0.0,6.0,7.44,-46.01,-66.18129911221507
0.0,6.0,7.76,-41.34,11.821457872822819
0.0,6.0,8.08,-42.54,94.76840377329957
0.0,6.0,8.4,-55.71,-81.75537934984243
0.0,6.0,8.72,-60.83,48.91582432233662
0.0,6.0,9.04,-56.2,-134.82382103136504
0.0,6.0,9.36,-66.85,-10.420092233500924
0.0,6.0,9.68,-57.73,12.90845416716727
0.0,6.0,10.0,-48.26,85.5355641031666
0.0,6.0,10.32,-51.28,173.28356763354728
0.0,6.0,10.64,-54.61,-104.13512203754078
0.0,6.0,10.96,-56.79,57.04412492117539
0.0,6.0,11.28,-60.52,173.2015828092675
0.0,6.0,11.6,-63.49,-33.94475560045244
0.0,6.0,11.92,-54.48,46.760674204628586
0.0,6.0,12.24,-53.01,113.73265654324977
0.0,6.0,12.56,-55.82,-170.49956509560502
0.0,6.0,12.88,-68.75,-52.06941320114582
0.0,6.0,13.2,-64.82,80.84949333633209
0.0,6.0,13.52,-74.96,178.8327602437108
0.0,6.0,13.84,-63.92,-34.422976998763275
0.0,6.0,14.16,-60.28,34.16773809462757
0.0,6.0,14.48,-60.59,-48.074841230260844
0.0,6.0,14.8,-59.15,-147.92363723528638
0.0,6.0,15.12,-63.83,-122.4482011062329
0.0,6.0,15.44,-78.2,-120.09834244346737
0.0,6.0,15.76,-78.6,135.2687111305508
0.0,6.0,16.08,-71.38,-81.6196029799971
0.0,6.0,16.4,-65.99,-59.587033830151874
0.0,6.0,16.72,-63.38,-35.101373906743774
0.0,6.0,17.04,-65.68,-21.434937634685017
0.0,6.0,17.36,-70.77,72.73624652910125
0.0,6.0,17.68,-72.95,127.51257728484279
0.0,6.0,18.0,-85.43,-67.72354159828967
0.0,7.0,2.0,-28.67,-40.37283095245649
0.0,7.0,2.32,-35.44,-114.65893492898876
0.0,7.0,2.64,-46.97,-44.284958643207496
0.0,7.0,2.96,-31.15,-157.32920207863654
0.0,7.0,3.28,-33.91,-104.8706121502678
0.0,7.0,3.6,-33.93,-60.439407988369254
0.0,7.0,3.92,-38.21,63.3475310533221
0.0,7.0,4.24,-40.44,160.62745752301475
0.0,7.0,4.56,-51.7,-158.21375162165165
0.0,7.0,4.88,-45.39,166.6676396700451
0.0,7.0,5.2,-37.36,-153.5312189158574
0.0,7.0,5.52,-37.61,-55.85983221309478
0.0,7.0,5.84,-37.85,14.466396200079773
0.0,7.0,6.16,-43.07,101.13375570629037
0.0,7.0,6.48,-56.68,-165.5463658625719
0.0,7.0,6.8,-57.18,15.066563977234116
0.0,7.0,7.12,-47.66,-138.34232399260947
0.0,7.0,7.44,-46.22,-49.399317947474785
0.0,7.0,7.76,-42.14,11.598128879420951
0.0,7.0,8.08,-41.97,89.393937238577
0.0,7.0,8.4,-55.33,-128.86638598335458
0.0,7.0,8.72,-52.16,26.303836203179635
0.0,7.0,9.04,-50.39,-167.18894003417145
0.0,7.0,9.36,-51.44,-31.741801121757955
0.0,7.0,9.68,-53.67,53.67153370190422
0.0,7.0,10.0,-49.82,91.09815409962783
0.0,7.0,10.32,-51.55,163.81800617462505
0.0,7.0,10.64,-52.68,-110.37367513772143
0.0,7.0,10.96,-55.18,53.00314403271973
0.0,7.0,11.28,-63.46,154.9042616885839
0.0,7.0,11.6,-65.34,-55.11890639751443
0.0,7.0,11.92,-54.81,55.05211370976623
0.0,7.0,12.24,-53.44,118.10608900989202
0.0,7.0,12.56,-56.34,-179.35432028606456
0.0,7.0,12.88,-65.79,-90.58024958700813
0.0,7.0,13.2,-64.42,69.70664011495009
0.0,7.0,13.52,-70.54,-170.30729991705445
0.0,7.0,13.84,-63.29,-50.308281694014
0.0,7.0,14.16,-58.87,32.407620212385126
0.0,7.0,14.48,-60.29,-49.08091212304394
0.0,7.0,14.8,-56.15,-166.6513991672179
0.0,7.0,15.12,-61.43,-118.26321544327106
0.0,7.0,15.44,-68.24,26.18325227045213
0.0,7.0,15.76,-68.64,101.85968178067434
0.0,7.0,16.08,-71.5,-99.84660473453414
0.0,7.0,16.4,-64.61,-57.25706383881329
0.0,7.0,16.72,-62.48,-28.632906612550798
0.0,7.0,17.04,-65.04,-9.612730353906947
0.0,7.0,17.36,-73.18,83.9096919126845
0.0,7.0,17.68,-84.89,-75.12854755188238
0.0,7.0,18.0,-79.06,-23.64415466128245
0.0,8.0,2.0,-28.5,-42.117815527759966
0.0,8.0,2.32,-35.25,-115.67743804230317
0.0,8.0,2.64,-45.6,-47.79020347030478
0.0,8.0,2.96,-30.86,-156.78190350312406
0.0,8.0,3.28,-33.85,-103.8712333179553
0.0,8.0,3.6,-33.79,-57.888007740042745
0.0,8.0,3.92,-37.89,63.36221949990729
0.0,8.0,4.24,-40.13,158.95751604362766
0.0,8.0,4.56,-49.06,-155.1718974017422
0.0,8.0,4.88,-45.16,167.36905309515083
0.0,8.0,5.2,-37.32,-153.51362779282877
0.0,8.0,5.52,-37.28,-57.212031570170325
0.0,8.0,5.84,-37.32,15.646883408156457
0.0,8.0,6.16,-42.74,102.07453491946895
0.0,8.0,6.48,-55.29,-163.66507277761795
0.0,8.0,6.8,-56.29,3.5935924172231077
0.0,8.0,7.12,-46.75,-136.23413090515461
0.0,8.0,7.44,-44.85,-40.13444806489574
0.0,8.0,7.76,-42.39,17.112609617731515
0.0,8.0,8.08,-42.06,83.64153535536269
0.0,8.0,8.4,-52.61,-161.69656356495773
0.0,8.0,8.72,-49.09,-5.621201062318383
0.0,8.0,9.04,-49.05,155.68226051763057
0.0,8.0,9.36,-47.2,-56.387547296299104
0.0,8.0,9.68,-49.33,44.75185736867604
0.0,8.0,10.0,-49.58,104.24728675533707
0.0,8.0,10.32,-51.93,171.3308727439153
0.0,8.0,10.64,-52.53,-119.6788093158266
0.0,8.0,10.96,-55.79,37.48489703277808
0.0,8.0,11.28,-62.76,165.38284952970918
0.0,8.0,11.6,-64.3,-41.468777263695316
0.0,8.0,11.92,-54.65,62.05619241996425
0.0,8.0,12.24,-52.52,123.90640060745793
0.0,8.0,12.56,-55.69,179.55037012526782
0.0,8.0,12.88,-65.37,-71.81107118989661
0.0,8.0,13.2,-71.09,60.03953871466431
0.0,8.0,13.52,-70.39,153.5923650259225
0.0,8.0,13.84,-67.54,-66.78764129902208
0.0,8.0,14.16,-57.42,24.783632957961764
0.0,8.0,14.48,-61.54,-41.96511268999064
0.0,8.0,14.8,-57.27,-162.1893990391288
0.0,8.0,15.12,-61.21,-139.539631117939
0.0,8.0,15.44,-65.16,-29.32865023225291
0.0,8.0,15.76,-68.49,64.69739361590577
0.0,8.0,16.08,-65.52,-127.9956882823299
0.0,8.0,16.4,-63.18,-64.00585219161145
0.0,8.0,16.72,-60.72,-25.76666149602068
0.0,8.0,17.04,-64.22,10.993472431710044
0.0,8.0,17.36,-74.36,61.502437534914044
0.0,8.0,17.68,-74.78,174.79387916779024
0.0,8.0,18.0,-79.1,-53.162908361401
0.0,9.0,2.0,-28.3,-43.9645420779362
0.0,9.0,2.32,-35.23,-116.68687970232254
0.0,9.0,2.64,-44.93,-49.28872554086943
0.0,9.0,2.96,-30.74,-156.19801388624668
0.0,9.0,3.28,-33.68,-103.88160033262353
0.0,9.0,3.6,-33.49,-54.70561549870547
0.0,9.0,3.92,-37.74,62.36252033000737
0.0,9.0,4.24,-39.78,157.86510801209116
0.0,9.0,4.56,-46.54,-155.89402667938347
0.0,9.0,4.88,-44.84,170.4662742122489
0.0,9.0,5.2,-37.42,-153.90609963717714
0.0,9.0,5.52,-37.0,-58.111610897967836
0.0,9.0,5.84,-36.95,15.87010627676132
0.0,9.0,6.16,-41.97,104.64991805759173
0.0,9.0,6.48,-53.42,-165.15617485189642
0.0,9.0,6.8,-56.18,-17.589633555858093
0.0,9.0,7.12,-46.54,-141.3815801078533
0.0,9.0,7.44,-43.11,-40.84226213548016
0.0,9.0,7.76,-41.96,23.781487004335915
0.0,9.0,8.08,-42.93,82.46693759036542
0.0,9.0,8.4,-52.34,165.72834196702837
0.0,9.0,8.72,-47.98,-32.76426973622884
0.0,9.0,9.04,-49.09,124.27734379432906
0.0,9.0,9.36,-47.25,-91.16640647308454
0.0,9.0,9.68,-47.7,24.409668940688423
0.0,9.0,10.0,-46.83,106.70341887473367
0.0,9.0,10.32,-51.37,176.3405826612896
0.0,9.0,10.64,-53.12,-116.99471442154669
0.0,9.0,10.96,-58.38,20.521785234292512
0.0,9.0,11.28,-62.5,146.67879203354343
0.0,9.0,11.6,-63.17,-35.295206132673336
0.0,9.0,11.92,-54.58,62.390762565315654
0.0,9.0,12.24,-52.48,123.1795851136089
0.0,9.0,12.56,-54.94,-175.15164964442718
0.0,9.0,12.88,-70.46,-86.52036604557327
0.0,9.0,13.2,-64.63,55.340418713866505
0.0,9.0,13.52,-69.0,101.5434992741858
0.0,9.0,13.84,-66.41,-42.714497078740564
0.0,9.0,14.16,-58.11,15.580924196149203
0.0,9.0,14.48,-61.47,-53.77782871638186
0.0,9.0,14.8,-56.52,-163.06559714264284
0.0,9.0,15.12,-61.6,-137.80973801817441
0.0,9.0,15.44,-64.86,-43.27696059075581
0.0,9.0,15.76,-80.94,13.15401291155358
0.0,9.0,16.08,-72.1,-120.93859733581333
0.0,9.0,16.4,-64.26,-87.35012213883614
0.0,9.0,16.72,-59.84,-47.884937671994216
0.0,9.0,17.04,-65.64,-6.378018510148372
0.0,9.0,17.36,-65.69,43.49032231714548
0.0,9.0,17.68,-74.28,103.35263644300747
0.0,9.0,18.0,-74.85,-83.39154143813674
0.0,10.0,2.0,-28.0,-45.742156691765
0.0,10.0,2.32,-35.02,-117.01979403309296
0.0,10.0,2.64,-44.02,-51.62344772353644
0.0,10.0,2.96,-30.59,-155.97171595595182
0.0,10.0,3.28,-33.57,-103.29180917681882
0.0,10.0,3.6,-33.08,-52.05100811090331
0.0,10.0,3.92,-37.77,60.933258276378
0.0,10.0,4.24,-39.54,157.74072215427304
0.0,10.0,4.56,-44.87,-157.86145215777535
0.0,10.0,4.88,-45.07,172.14162956193124
0.0,10.0,5.2,-37.46,-153.76964743659784
0.0,10.0,5.52,-37.05,-58.270522419578306
