# --- TEST-START ---
# CONFIG_JSON: {"name":"Custom 2D Slice","mode":"custom","polarization":"vertical","sweep":{"start_ghz":8.0,"stop_ghz":12.0,"points":101,"format":"MAG","power_dbm":0.0},"grid":{"phi_step_deg":null,"theta_step_deg":null,"custom_axis":"theta","custom_angle_deg":0.0,"custom_step_deg":1.0},"plot_options":{"title":"Live Pattern","grid":false,"y_limits":[-60.0,0.0],"do_not_modify_vna":false},"created_local":"2025-12-16 13:03:48","created_utc":"2025-12-16T18:03:48.284144Z"}
# META: vna=VNAController
# META: positioner=SerialController
# META: polarization=vertical
Phi (deg),Theta (deg),Frequency (GHz),Magnitude (dB)
0.0,0.0,9.84,-35.04,24.446594818381666
0.0,0.0,9.88,-35.41,-7.4476803468386965
0.0,0.0,9.92,-35.28,-26.406233339600334
0.0,0.0,9.96,-35.13,-55.2378892443502
0.0,0.0,10.0,-35.18,-87.1691953808051
0.0,0.0,10.04,-35.53,-117.94490728649266
0.0,0.0,10.08,-35.46,-146.24244975300002
0.0,0.0,10.12,-36.72,-173.0516081943039
0.0,0.0,10.16,-37.82,160.2100664254466
0.0,0.0,10.2,-37.64,134.40448122603482
0.0,0.0,10.24,-38.03,106.58438667776541
0.0,0.0,10.28,-38.65,80.5888659960023
0.0,0.0,10.32,-40.66,52.60185743502234
0.0,0.0,10.36,-41.95,27.13507936421819
0.0,0.0,10.4,-42.19,5.322936983195483
0.0,0.0,10.44,-42.35,-15.451447155574945
0.0,0.0,10.48,-43.13,-28.1857898281231
0.0,0.0,10.52,-43.16,-52.650172858913976
0.0,0.0,10.56,-42.38,-78.50431812554885
0.0,0.0,10.6,-42.16,-102.02671191641001
0.0,0.0,10.64,-42.33,-125.91218620660496
0.0,0.0,10.68,-42.84,-153.91310604909523
0.0,0.0,10.72,-42.46,177.56969365856773
0.0,0.0,10.76,-42.59,148.88861377424874
0.0,0.0,10.8,-43.5,120.83644322973184
0.0,0.0,10.84,-45.12,94.35392319844627
0.0,0.0,10.88,-45.62,76.03531674236798
0.0,0.0,10.92,-46.09,51.358311030503536
0.0,0.0,10.96,-46.4,28.742170520386523
0.0,0.0,11.0,-46.95,2.4231821463165373
0.0,0.0,11.04,-47.92,-17.0719669094742
0.0,0.0,11.08,-49.12,-35.1167862648881
0.0,0.0,11.12,-47.64,-57.14518070604942
0.0,0.0,11.16,-48.03,-79.31116518759589
0.0,0.0,11.2,-47.95,-99.86832031918827
0.0,0.0,11.24,-47.57,-127.33347725422924
0.0,0.0,11.28,-47.84,-159.85839902441552
0.0,0.0,11.32,-48.79,173.03292503924024
0.0,0.0,11.36,-49.14,157.09399013965734
0.0,0.0,11.4,-49.35,137.06593731105934
0.0,0.0,11.44,-49.36,114.01393327178286
0.0,0.0,11.48,-49.51,88.67462107871961
0.0,0.0,11.52,-50.01,60.62840980935981
0.0,0.0,11.56,-51.77,42.947105055126116
0.0,0.0,11.6,-49.9,22.9406283714663
0.0,0.0,11.64,-50.51,-5.198581839784074
0.0,0.0,11.68,-50.24,-32.697380292377105
0.0,0.0,11.72,-50.42,-61.4507693722869
0.0,0.0,11.76,-51.52,-92.16796035940354
0.0,0.0,11.8,-54.16,-114.02010852082425
0.0,0.0,11.84,-54.14,-122.52681732009722
0.0,0.0,11.88,-53.09,-127.43513029867451
0.0,0.0,11.92,-52.3,-157.5473439976702
0.0,0.0,11.96,-52.12,174.79936095392415
0.0,0.0,12.0,-52.47,146.56101633679114
1.0,0.0,8.0,-45.35,38.664008379356495
1.0,0.0,8.04,-45.12,14.461920653018275
1.0,0.0,8.08,-44.66,-17.613481583243136
1.0,0.0,8.12,-44.8,-40.752380925921464
1.0,0.0,8.16,-43.96,-67.6214156288843
1.0,0.0,8.2,-44.9,-87.97970137767331
1.0,0.0,8.24,-43.79,-115.57690597418241
1.0,0.0,8.28,-43.55,-136.04886168553602
1.0,0.0,8.32,-42.63,-172.47057177420928
1.0,0.0,8.36,-43.15,157.4013169466979
1.0,0.0,8.4,-44.86,121.96797902569824
1.0,0.0,8.44,-47.24,97.11575172773603
1.0,0.0,8.48,-50.98,77.40304178699647
1.0,0.0,8.52,-54.19,110.54792399176345
1.0,0.0,8.56,-49.2,106.73505496351092
1.0,0.0,8.6,-45.6,79.84202728738072
1.0,0.0,8.64,-44.7,49.19553267955706
1.0,0.0,8.68,-43.03,28.885705317913647
1.0,0.0,8.72,-42.0,0.7287728554500013
1.0,0.0,8.76,-40.92,-24.595128005993423
1.0,0.0,8.8,-40.71,-55.27144612696926
1.0,0.0,8.84,-39.08,-84.09848388963911
1.0,0.0,8.88,-39.44,-117.01340571688453
1.0,0.0,8.92,-40.44,-145.75637036887625
1.0,0.0,8.96,-41.01,-174.7175587514538
1.0,0.0,9.0,-40.96,163.39014354671409
1.0,0.0,9.04,-42.99,135.90583686298453
1.0,0.0,9.08,-43.14,115.64242002322557
1.0,0.0,9.12,-44.95,92.87644805970109
1.0,0.0,9.16,-46.31,82.99312582970444
1.0,0.0,9.2,-46.02,79.56527915172455
1.0,0.0,9.24,-43.79,68.16873522624215
1.0,0.0,9.28,-41.74,52.141711545859245
1.0,0.0,9.32,-39.01,22.715838922682956
1.0,0.0,9.36,-37.38,-7.77783473963302
1.0,0.0,9.4,-36.88,-37.92209539447239
1.0,0.0,9.44,-36.78,-68.9997901974084
1.0,0.0,9.48,-35.98,-100.5359804986689
1.0,0.0,9.52,-35.42,-127.08522814335461
1.0,0.0,9.56,-35.53,-155.0804521710592
1.0,0.0,9.6,-36.65,177.12870296808873
1.0,0.0,9.64,-36.42,149.78616932799508
1.0,0.0,9.68,-36.41,122.41724867324282
1.0,0.0,9.72,-36.29,101.51855320175828
1.0,0.0,9.76,-36.07,80.31404943975384
1.0,0.0,9.8,-35.53,47.996160542027766
1.0,0.0,9.84,-35.6,14.989537432190295
1.0,0.0,9.88,-35.63,-16.215980322495234
1.0,0.0,9.92,-35.32,-33.25591829073263
1.0,0.0,9.96,-35.15,-62.6307681196756
1.0,0.0,10.0,-34.76,-94.89878864282575
1.0,0.0,10.04,-35.02,-126.13894830668828
1.0,0.0,10.08,-34.79,-154.16017114948198
1.0,0.0,10.12,-35.75,-179.34706081330995
1.0,0.0,10.16,-36.67,152.48556618364384
1.0,0.0,10.2,-36.29,125.19617032751586
1.0,0.0,10.24,-36.31,96.66012166253475
1.0,0.0,10.28,-37.02,67.901040183442
1.0,0.0,10.32,-38.79,37.57722129566166
1.0,0.0,10.36,-40.11,10.997337076641855
1.0,0.0,10.4,-40.07,-13.094710995403492
1.0,0.0,10.44,-40.83,-38.72306200441706
1.0,0.0,10.48,-42.11,-57.73187640320044
1.0,0.0,10.52,-42.36,-79.98226735246051
1.0,0.0,10.56,-42.52,-102.72991226782763
1.0,0.0,10.6,-42.06,-124.49297720999343
1.0,0.0,10.64,-42.23,-144.0739643976517
1.0,0.0,10.68,-42.55,-170.7142888065153
1.0,0.0,10.72,-42.06,160.70902273907276
1.0,0.0,10.76,-41.97,134.25477290822576
1.0,0.0,10.8,-42.87,105.20653065913623
1.0,0.0,10.84,-44.18,79.83290778050488
1.0,0.0,10.88,-44.46,58.20958309279528
1.0,0.0,10.92,-44.65,36.6771212892385
1.0,0.0,10.96,-44.77,12.67025217848978
1.0,0.0,11.0,-44.8,-14.584139296241222
1.0,0.0,11.04,-45.26,-41.929834226876544
1.0,0.0,11.08,-46.96,-63.91158422219348
1.0,0.0,11.12,-47.21,-84.99683268261948
1.0,0.0,11.16,-47.23,-106.20849759790187
1.0,0.0,11.2,-48.15,-127.26990072573727
1.0,0.0,11.24,-47.17,-153.12287579891358
1.0,0.0,11.28,-47.71,178.2769009493434
1.0,0.0,11.32,-48.53,153.26726079414988
1.0,0.0,11.36,-49.3,131.4325461107117
1.0,0.0,11.4,-49.46,114.11754570277901
1.0,0.0,11.44,-49.53,92.19908242013527
1.0,0.0,11.48,-49.34,65.59436928598579
1.0,0.0,11.52,-49.69,40.84101089488219
1.0,0.0,11.56,-50.89,24.02951154678248
1.0,0.0,11.6,-50.27,0.9072342701235839
1.0,0.0,11.64,-49.55,-22.163282800553258
1.0,0.0,11.68,-48.81,-49.09479340972132
1.0,0.0,11.72,-48.83,-77.60355168853606
1.0,0.0,11.76,-50.65,-107.04938754130623
1.0,0.0,11.8,-51.95,-129.63147482084452
1.0,0.0,11.84,-51.59,-151.0797172407367
1.0,0.0,11.88,-52.0,-174.23323182585258
1.0,0.0,11.92,-52.85,171.1143802363436
1.0,0.0,11.96,-52.77,145.1848758870793
1.0,0.0,12.0,-53.7,128.33028369878292
2.0,0.0,8.0,-49.14,18.44510211074624
2.0,0.0,8.04,-48.04,-0.06175664929981989
2.0,0.0,8.08,-47.13,-21.196857085927235
2.0,0.0,8.12,-46.14,-45.792856423285784
2.0,0.0,8.16,-45.12,-73.2207951140399
2.0,0.0,8.2,-44.7,-96.49460698479001
2.0,0.0,8.24,-43.54,-124.3268231125954
2.0,0.0,8.28,-42.99,-148.46677534307156
2.0,0.0,8.32,-41.82,175.99495429144488
2.0,0.0,8.36,-42.4,146.00647660770534
2.0,0.0,8.4,-43.22,107.75603410137944
2.0,0.0,8.44,-44.33,79.64746955873524
2.0,0.0,8.48,-47.4,47.65064555304508
2.0,0.0,8.52,-52.53,41.0758676024154
2.0,0.0,8.56,-53.42,62.83920374768894
2.0,0.0,8.6,-49.4,53.616082959263785
2.0,0.0,8.64,-47.97,28.46288838525132
2.0,0.0,8.68,-46.48,16.936412533452003
2.0,0.0,8.72,-44.38,-8.2605376196065
2.0,0.0,8.76,-42.74,-28.981167110889785
2.0,0.0,8.8,-41.67,-59.78033643230891
2.0,0.0,8.84,-39.35,-89.57530567329418
2.0,0.0,8.88,-39.41,-124.38163877818585
2.0,0.0,8.92,-39.76,-153.9641208592689
2.0,0.0,8.96,-39.82,172.51985054860143
2.0,0.0,9.0,-39.43,145.75356587028108
2.0,0.0,9.04,-41.53,117.04785021564356
2.0,0.0,9.08,-41.54,91.87008883782758
2.0,0.0,9.12,-43.26,62.291885024279445
2.0,0.0,9.16,-45.53,38.06785221329949
2.0,0.0,9.2,-47.38,34.900657458646606
2.0,0.0,9.24,-47.71,30.943781362330377
2.0,0.0,9.28,-45.71,30.0456669864959
2.0,0.0,9.32,-42.07,6.665263201866494
2.0,0.0,9.36,-39.5,-20.478778289970492
2.0,0.0,9.4,-38.98,-51.177556472346026
2.0,0.0,9.44,-38.7,-82.21689912344277
2.0,0.0,9.48,-37.68,-111.5722352559887
2.0,0.0,9.52,-36.88,-138.7074571509368
2.0,0.0,9.56,-36.75,-166.62375568267097
2.0,0.0,9.6,-37.66,165.2465438714025
2.0,0.0,9.64,-37.13,137.05702235792987
2.0,0.0,9.68,-37.61,110.88907890717888
2.0,0.0,9.72,-37.28,90.71042599884699
2.0,0.0,9.76,-36.96,69.83130886570864
2.0,0.0,9.8,-36.36,38.22666404624211
2.0,0.0,9.84,-36.21,6.13179512050231
2.0,0.0,9.88,-36.28,-23.646654614975077
2.0,0.0,9.92,-35.87,-40.99275215725954
2.0,0.0,9.96,-35.46,-69.7536175692238
2.0,0.0,10.0,-35.03,-101.35408859496155
2.0,0.0,10.04,-34.87,-132.26797909445187
2.0,0.0,10.08,-34.49,-161.3330818129951
2.0,0.0,10.12,-35.36,173.11685979875097
2.0,0.0,10.16,-35.96,145.76419485948523
2.0,0.0,10.2,-35.24,117.19448883296353
2.0,0.0,10.24,-35.14,87.59005512042918
2.0,0.0,10.28,-35.68,56.64430958632562
2.0,0.0,10.32,-37.34,27.22041353526516
2.0,0.0,10.36,-38.54,-2.2597416725751285
2.0,0.0,10.4,-38.27,-28.19990282981474
2.0,0.0,10.44,-38.74,-53.00206783064957
2.0,0.0,10.48,-39.99,-74.89499046444281
2.0,0.0,10.52,-41.01,-101.46277298097027
2.0,0.0,10.56,-41.03,-126.03299625656899
2.0,0.0,10.6,-41.45,-149.10444448588106
2.0,0.0,10.64,-41.88,-167.0451467286931
2.0,0.0,10.68,-42.35,171.04881415090463
2.0,0.0,10.72,-42.06,143.54700455220268
2.0,0.0,10.76,-41.67,117.95246776891665
2.0,0.0,10.8,-42.36,90.61104503386532
2.0,0.0,10.84,-43.04,64.07412230519968
2.0,0.0,10.88,-43.49,42.98171267197377
2.0,0.0,10.92,-43.49,19.816079553749894
2.0,0.0,10.96,-43.38,-6.544688962485996
2.0,0.0,11.0,-43.34,-32.82186110740654
2.0,0.0,11.04,-44.12,-61.11787813521661
2.0,0.0,11.08,-45.61,-89.41406024918454
2.0,0.0,11.12,-45.52,-109.45372590083626
2.0,0.0,11.16,-45.86,-133.75634139252358
2.0,0.0,11.2,-46.26,-158.0128279869718
2.0,0.0,11.24,-46.57,175.04865892871192
2.0,0.0,11.28,-47.37,145.37720058972369
2.0,0.0,11.32,-48.27,126.36011788796904
2.0,0.0,11.36,-49.06,103.78068880701484
2.0,0.0,11.4,-49.86,90.34883373846293
2.0,0.0,11.44,-49.84,72.56634514415384
2.0,0.0,11.48,-50.22,47.726306046048634
2.0,0.0,11.52,-50.09,22.74415444898778
2.0,0.0,11.56,-49.71,3.7713660649559193
2.0,0.0,11.6,-49.49,-21.631404110047487
2.0,0.0,11.64,-48.85,-44.911350572808644
2.0,0.0,11.68,-48.91,-67.39527219956939
2.0,0.0,11.72,-48.45,-96.2741597508863
2.0,0.0,11.76,-49.61,-125.65504440197581
2.0,0.0,11.8,-50.51,-152.66398293052356
2.0,0.0,11.84,-50.14,-175.97215598166244
2.0,0.0,11.88,-50.73,163.07039031030567
2.0,0.0,11.92,-51.27,133.85439108941725
2.0,0.0,11.96,-51.71,115.03122480713654
2.0,0.0,12.0,-53.62,90.05638011783648
3.0,0.0,8.0,-51.99,-21.53957278936687
3.0,0.0,8.04,-51.39,-25.536890993890687
3.0,0.0,8.08,-50.82,-36.92739823298167
3.0,0.0,8.12,-49.2,-56.44942332489744
3.0,0.0,8.16,-46.32,-82.9088029997335
3.0,0.0,8.2,-45.88,-101.7143946771354
3.0,0.0,8.24,-44.29,-132.71611058525423
3.0,0.0,8.28,-43.06,-158.1566030914429
3.0,0.0,8.32,-41.63,163.79631155184362
3.0,0.0,8.36,-41.58,136.5932138171005
3.0,0.0,8.4,-42.13,98.74636013639636
3.0,0.0,8.44,-42.99,70.60944350939023
3.0,0.0,8.48,-44.53,35.383505973820306
3.0,0.0,8.52,-48.07,12.837781350469806
3.0,0.0,8.56,-50.59,0.372616987959862
3.0,0.0,8.6,-51.29,-0.1234188437897891
3.0,0.0,8.64,-52.4,-14.210612254494299
3.0,0.0,8.68,-51.49,-16.06637074072885
3.0,0.0,8.72,-49.55,-22.309321907983204
3.0,0.0,8.76,-45.99,-36.44133787864294
3.0,0.0,8.8,-43.87,-63.75446356096095
3.0,0.0,8.84,-40.61,-97.92983729127654
3.0,0.0,8.88,-39.91,-132.15253911539102
3.0,0.0,8.92,-39.9,-162.50458676849271
3.0,0.0,8.96,-39.7,163.29518876059626
3.0,0.0,9.0,-38.91,136.19515956136723
3.0,0.0,9.04,-40.22,103.99824488329635
3.0,0.0,9.08,-40.0,75.25908105129598
3.0,0.0,9.12,-41.71,41.75266902095428
3.0,0.0,9.16,-43.26,13.96067465182061
3.0,0.0,9.2,-45.61,-3.290473985731133
3.0,0.0,9.24,-47.53,-17.20663697318542
3.0,0.0,9.28,-49.22,-16.44909146938844
3.0,0.0,9.32,-45.72,-18.76779055007019
3.0,0.0,9.36,-42.76,-42.9548916322898
3.0,0.0,9.4,-41.85,-71.90791198797051
3.0,0.0,9.44,-41.09,-99.71357430903386
3.0,0.0,9.48,-39.95,-126.91845677331925
3.0,0.0,9.52,-39.0,-152.15789864687304
3.0,0.0,9.56,-38.5,179.32694154495627
3.0,0.0,9.6,-39.21,151.79939229037058
3.0,0.0,9.64,-38.63,124.36635686123579
3.0,0.0,9.68,-38.75,96.49755257537139
3.0,0.0,9.72,-38.69,77.33642660244219
3.0,0.0,9.76,-38.21,57.4005022450378
3.0,0.0,9.8,-37.35,26.808472070551115
3.0,0.0,9.84,-37.28,-4.659939336649278
3.0,0.0,9.88,-37.2,-33.93695674722377
3.0,0.0,9.92,-36.67,-50.423062112858254
3.0,0.0,9.96,-36.18,-78.42467182767271
3.0,0.0,10.0,-35.64,-108.70117215960391
3.0,0.0,10.04,-35.41,-138.6153763686889
3.0,0.0,10.08,-34.78,-168.31491054776882
3.0,0.0,10.12,-35.5,166.6165431040537
3.0,0.0,10.16,-35.76,138.89030330277532
3.0,0.0,10.2,-34.93,110.94562186420694
3.0,0.0,10.24,-34.6,80.72381951126246
3.0,0.0,10.28,-34.64,49.86650365637116
3.0,0.0,10.32,-36.08,17.662658320579254
3.0,0.0,10.36,-36.85,-12.82730306069928
3.0,0.0,10.4,-36.78,-40.06319466370583
3.0,0.0,10.44,-37.14,-66.50886918584865
3.0,0.0,10.48,-38.18,-91.23841917387895
3.0,0.0,10.52,-39.12,-119.70519621335875
3.0,0.0,10.56,-39.2,-146.8666338634908
3.0,0.0,10.6,-39.98,-169.78308198627818
3.0,0.0,10.64,-41.06,169.3987835764431
3.0,0.0,10.68,-41.55,145.3623549139826
3.0,0.0,10.72,-41.51,121.59445929403991
3.0,0.0,10.76,-41.26,99.03646645834333
3.0,0.0,10.8,-41.95,71.61057480319428
3.0,0.0,10.84,-42.9,44.16945394967344
3.0,0.0,10.88,-42.91,23.365924128013976
3.0,0.0,10.92,-43.02,1.240871816986071
3.0,0.0,10.96,-42.64,-25.774032816668097
3.0,0.0,11.0,-42.88,-53.73108604075313
3.0,0.0,11.04,-43.48,-81.57742360129221
3.0,0.0,11.08,-44.54,-107.2559382192599
3.0,0.0,11.12,-44.24,-127.67286958682104
3.0,0.0,11.16,-44.2,-152.78562198968996
3.0,0.0,11.2,-44.49,179.32113166585225
3.0,0.0,11.24,-45.01,152.31751308812133
3.0,0.0,11.28,-45.16,120.22792082726089
3.0,0.0,11.32,-46.9,94.4922014348225
3.0,0.0,11.36,-48.05,76.01257368858973
3.0,0.0,11.4,-49.1,61.455042554343144
3.0,0.0,11.44,-49.68,36.43953732169441
3.0,0.0,11.48,-51.0,15.762621859662238
3.0,0.0,11.52,-50.3,0.35494329356982746
3.0,0.0,11.56,-49.36,-17.813442710509925
3.0,0.0,11.6,-49.16,-44.6171064612928
3.0,0.0,11.64,-49.19,-72.46509615392554
3.0,0.0,11.68,-48.46,-94.68596371341214
3.0,0.0,11.72,-48.19,-114.14128799956309
3.0,0.0,11.76,-48.35,-146.59656986171692
3.0,0.0,11.8,-48.54,-174.08104217598273
3.0,0.0,11.84,-49.2,160.94566797474624
3.0,0.0,11.88,-48.34,139.3892196479494
3.0,0.0,11.92,-49.49,112.38833160981638
3.0,0.0,11.96,-50.13,85.03546927529484
3.0,0.0,12.0,-50.98,58.41047398900852
4.0,0.0,8.0,-51.84,-61.74211635499491
4.0,0.0,8.04,-55.03,-67.30899770997509
4.0,0.0,8.08,-54.45,-67.06259456597346
4.0,0.0,8.12,-51.83,-70.45133648910492
4.0,0.0,8.16,-48.76,-95.66976392912122
4.0,0.0,8.2,-47.37,-110.16939257539532
4.0,0.0,8.24,-44.82,-138.93739351106368
4.0,0.0,8.28,-44.15,-164.71914025867792
4.0,0.0,8.32,-42.32,156.19491853600374
4.0,0.0,8.36,-41.92,128.29076073257613
4.0,0.0,8.4,-41.71,89.8918082282053
4.0,0.0,8.44,-42.23,61.608134035935876
4.0,0.0,8.48,-43.39,26.858388206770602
4.0,0.0,8.52,-45.25,0.8270182706746797
4.0,0.0,8.56,-47.63,-18.87348503138159
4.0,0.0,8.6,-48.29,-36.40416789837323
4.0,0.0,8.64,-49.44,-59.56603811601991
4.0,0.0,8.68,-50.9,-82.55164377630999
4.0,0.0,8.72,-55.05,-73.39609918105795
4.0,0.0,8.76,-51.99,-57.41162244210079
4.0,0.0,8.8,-47.64,-69.32804624563084
4.0,0.0,8.84,-42.82,-103.65691481704314
4.0,0.0,8.88,-41.26,-138.8294670484119
4.0,0.0,8.92,-40.76,-169.23001086561217
4.0,0.0,8.96,-40.23,156.44769589333953
4.0,0.0,9.0,-38.56,127.68709522397897
4.0,0.0,9.04,-39.68,94.98491778234015
4.0,0.0,9.08,-39.21,60.82434435027922
4.0,0.0,9.12,-40.91,24.489868678664592
4.0,0.0,9.16,-41.9,-2.130488275110452
4.0,0.0,9.2,-44.11,-22.361354505652532
4.0,0.0,9.24,-45.75,-42.97764580744758
4.0,0.0,9.28,-47.54,-58.760230687748454
4.0,0.0,9.32,-47.82,-62.535357699068264
4.0,0.0,9.36,-44.84,-72.16756937348057
4.0,0.0,9.4,-43.73,-96.11124992317055
4.0,0.0,9.44,-43.31,-121.45491179620888
4.0,0.0,9.48,-42.04,-147.70971626517672
4.0,0.0,9.52,-40.98,-170.72861180401352
4.0,0.0,9.56,-40.53,164.533919605181
4.0,0.0,9.6,-40.91,140.30094419917657
4.0,0.0,9.64,-39.95,110.27955917790013
4.0,0.0,9.68,-40.24,82.7374916666789
4.0,0.0,9.72,-39.77,64.19161017320614
4.0,0.0,9.76,-39.72,43.319105808840526
4.0,0.0,9.8,-38.9,14.329168797152926
4.0,0.0,9.84,-38.64,-15.990086380136235
4.0,0.0,9.88,-38.48,-43.72925358869591
4.0,0.0,9.92,-37.74,-59.961079816938884
4.0,0.0,9.96,-37.19,-87.06718815168811
4.0,0.0,10.0,-36.48,-116.79678082337625
4.0,0.0,10.04,-36.2,-146.04006147870797
4.0,0.0,10.08,-35.2,-174.3250986303594
4.0,0.0,10.12,-35.82,160.99622346501633
4.0,0.0,10.16,-35.97,133.5100782322345
4.0,0.0,10.2,-34.88,105.11477442654576
4.0,0.0,10.24,-34.42,75.49457416657859
4.0,0.0,10.28,-34.23,44.27337965380535
4.0,0.0,10.32,-35.23,11.778501218633432
4.0,0.0,10.36,-35.85,-21.044600077563484
4.0,0.0,10.4,-35.73,-49.62212483049153
4.0,0.0,10.44,-35.78,-76.45494223483311
4.0,0.0,10.48,-36.53,-103.2338033561496
4.0,0.0,10.52,-37.35,-133.38060744227843
4.0,0.0,10.56,-37.66,-162.56374426563818
4.0,0.0,10.6,-38.35,173.34813538566388
4.0,0.0,10.64,-39.31,151.72388922580083
4.0,0.0,10.68,-40.32,128.69824191728776
4.0,0.0,10.72,-40.34,102.20083136396899
4.0,0.0,10.76,-40.46,76.71906138452124
4.0,0.0,10.8,-40.89,49.89957305778573
4.0,0.0,10.84,-42.3,24.935665344071044
4.0,0.0,10.88,-42.52,2.1448709809989546
4.0,0.0,10.92,-42.59,-18.744557149715586
4.0,0.0,10.96,-42.51,-44.139270773911896
4.0,0.0,11.0,-42.49,-74.07824772527854
4.0,0.0,11.04,-42.57,-96.38414296493183
4.0,0.0,11.08,-43.63,-122.29628799842996
4.0,0.0,11.12,-43.55,-146.05555226625486
4.0,0.0,11.16,-43.59,-171.3882230403736
4.0,0.0,11.2,-43.96,163.3161658230698
4.0,0.0,11.24,-44.24,137.94038860839999
4.0,0.0,11.28,-44.11,108.13156966088776
4.0,0.0,11.32,-44.63,79.68222361648544
4.0,0.0,11.36,-45.36,53.97542977246348
4.0,0.0,11.4,-46.59,34.05215876785922
4.0,0.0,11.44,-47.85,9.37870774469014
4.0,0.0,11.48,-49.54,-17.860526769715985
4.0,0.0,11.52,-50.33,-35.750360863499665
4.0,0.0,11.56,-50.11,-53.42605200401704
4.0,0.0,11.6,-50.27,-64.97774114660746
4.0,0.0,11.64,-49.44,-90.78834041859847
4.0,0.0,11.68,-48.97,-112.02950503175147
4.0,0.0,11.72,-48.24,-134.58505350204064
4.0,0.0,11.76,-48.0,-163.62903430601415
4.0,0.0,11.8,-48.04,166.13648711953732
4.0,0.0,11.84,-48.58,142.48126776079573
4.0,0.0,11.88,-48.13,122.45322957280345
4.0,0.0,11.92,-48.04,91.16958316175163
4.0,0.0,11.96,-48.76,54.466784885662115
4.0,0.0,12.0,-49.8,27.517006224167005
5.0,0.0,8.0,-48.98,-89.21809432945037
5.0,0.0,8.04,-51.08,-110.70145864485289
5.0,0.0,8.08,-54.37,-125.4652982167639
5.0,0.0,8.12,-56.03,-119.28629311819299
5.0,0.0,8.16,-53.61,-122.69754612702545
5.0,0.0,8.2,-51.82,-125.70895458335917
5.0,0.0,8.24,-47.76,-144.96538414673475
5.0,0.0,8.28,-45.88,-167.13663326795808
5.0,0.0,8.32,-43.3,155.1279324313753
5.0,0.0,8.36,-41.86,123.47451603059986
5.0,0.0,8.4,-41.99,85.61792332662331
5.0,0.0,8.44,-42.07,56.28331228949825
5.0,0.0,8.48,-42.54,20.71193299726164
5.0,0.0,8.52,-43.5,-2.209729188829606
5.0,0.0,8.56,-44.81,-31.465746398771998
5.0,0.0,8.6,-45.37,-54.28959729865188
5.0,0.0,8.64,-46.15,-86.08799553828898
