# --- TEST-START ---
# CONFIG_JSON: {"name":"Custom 2D Slice","mode":"custom","polarization":"vertical","sweep":{"start_ghz":8.0,"stop_ghz":12.0,"points":101,"format":"MAG","power_dbm":0.0},"grid":{"phi_step_deg":null,"theta_step_deg":null,"custom_axis":"phi","custom_angle_deg":0.0,"custom_step_deg":1.0},"plot_options":{"title":"Live Pattern","grid":false,"y_limits":[-60.0,0.0],"do_not_modify_vna":false},"created_local":"2025-12-16 13:22:52","created_utc":"2025-12-16T18:22:52.514730Z"}
# META: vna=VNAController
# META: positioner=SerialController
# META: polarization=vertical
Phi (deg),Theta (deg),Frequency (GHz),Magnitude (dB)
0.0,0.0,9.04,-44.55,166.38841213976508
0.0,0.0,9.08,-43.9,153.59449289868718
0.0,0.0,9.12,-44.56,132.53276695166522
0.0,0.0,9.16,-43.86,122.68580444348407
0.0,0.0,9.2,-42.66,111.49818544716469
0.0,0.0,9.24,-40.46,90.3310207899442
0.0,0.0,9.28,-38.73,64.92096146191021
0.0,0.0,9.32,-36.95,33.6154031023917
0.0,0.0,9.36,-35.39,4.150328505525377
0.0,0.0,9.4,-35.52,-27.524583571125174
0.0,0.0,9.44,-35.49,-59.52460473062703
0.0,0.0,9.48,-35.1,-90.84765549703216
0.0,0.0,9.52,-34.5,-117.47726573410132
0.0,0.0,9.56,-34.6,-146.01149536796035
0.0,0.0,9.6,-35.78,-174.31337316087678
0.0,0.0,9.64,-35.71,158.1027099275073
0.0,0.0,9.68,-35.86,130.92466541317546
0.0,0.0,9.72,-35.73,111.25110961019998
0.0,0.0,9.76,-35.57,89.46086902920315
0.0,0.0,9.8,-35.0,57.2935861823874
0.0,0.0,9.84,-35.19,24.096068255857013
0.0,0.0,9.88,-35.37,-6.40984966562451
0.0,0.0,9.92,-35.32,-25.206182793959886
0.0,0.0,9.96,-35.23,-54.56673690918802
0.0,0.0,10.0,-35.25,-86.72780780605024
0.0,0.0,10.04,-35.61,-118.38288293894077
0.0,0.0,10.08,-35.47,-145.65747295256926
0.0,0.0,10.12,-36.65,-171.83672183801528
0.0,0.0,10.16,-37.67,160.8156965825371
0.0,0.0,10.2,-37.75,134.5842323450319
0.0,0.0,10.24,-37.92,107.61747170300762
0.0,0.0,10.28,-38.72,80.87255507549672
0.0,0.0,10.32,-40.54,51.84497921804891
0.0,0.0,10.36,-41.8,28.34560777873805
0.0,0.0,10.4,-41.91,3.9359490911723407
0.0,0.0,10.44,-42.62,-16.106722419902898
0.0,0.0,10.48,-43.17,-30.39451103601964
0.0,0.0,10.52,-43.16,-53.18541274670599
0.0,0.0,10.56,-42.47,-79.72806032171385
0.0,0.0,10.6,-42.3,-102.90545457652526
0.0,0.0,10.64,-42.18,-125.11486159723336
0.0,0.0,10.68,-42.46,-153.51733856254697
0.0,0.0,10.72,-42.29,176.4734190128158
0.0,0.0,10.76,-42.31,147.65503428441536
0.0,0.0,10.8,-43.46,118.6338145031712
0.0,0.0,10.84,-45.3,93.0055354005612
0.0,0.0,10.88,-45.47,74.06002344374163
0.0,0.0,10.92,-46.04,52.005016530217915
0.0,0.0,10.96,-46.57,28.51948550158845
0.0,0.0,11.0,-46.62,2.806260846444299
0.0,0.0,11.04,-48.12,-17.28411138497789
0.0,0.0,11.08,-49.12,-35.42416945633764
0.0,0.0,11.12,-47.93,-59.490557675421286
0.0,0.0,11.16,-48.01,-78.70203620612962
0.0,0.0,11.2,-47.92,-101.51919605310975
0.0,0.0,11.24,-47.52,-128.51364413614849
0.0,0.0,11.28,-47.59,-159.32348956395188
0.0,0.0,11.32,-48.6,175.39192202177594
0.0,0.0,11.36,-49.53,153.8037520346725
0.0,0.0,11.4,-49.63,138.48724490542796
0.0,0.0,11.44,-49.38,114.86382174288809
0.0,0.0,11.48,-49.6,85.07763673231251
0.0,0.0,11.52,-49.88,61.51238187070182
0.0,0.0,11.56,-50.76,44.76917708188693
0.0,0.0,11.6,-49.67,21.358910474780906
0.0,0.0,11.64,-50.39,-5.789800706075202
0.0,0.0,11.68,-50.05,-32.190193916056735
0.0,0.0,11.72,-50.41,-60.755574953036025
0.0,0.0,11.76,-52.6,-87.37060970605124
0.0,0.0,11.8,-53.89,-110.07091092131698
0.0,0.0,11.84,-55.12,-129.82943509715477
0.0,0.0,11.88,-53.19,-129.42098482519134
0.0,0.0,11.92,-52.25,-155.83879849523626
0.0,0.0,11.96,-52.63,179.48582286035477
0.0,0.0,12.0,-52.67,154.21413631515864
0.0,1.0,8.0,-43.58,54.33884170497494
0.0,1.0,8.04,-42.96,25.482454384762253
0.0,1.0,8.08,-43.07,-7.814392077868674
0.0,1.0,8.12,-43.45,-37.689308330419294
0.0,1.0,8.16,-44.27,-65.90902880640294
0.0,1.0,8.2,-45.44,-80.36564685222537
0.0,1.0,8.24,-44.98,-104.22146172899093
0.0,1.0,8.28,-44.2,-126.03605277074807
0.0,1.0,8.32,-43.73,-162.62847107390417
0.0,1.0,8.36,-45.13,174.17071382406615
0.0,1.0,8.4,-48.09,145.06315476799116
0.0,1.0,8.44,-50.58,138.14639282917656
0.0,1.0,8.48,-50.97,148.58738428898815
0.0,1.0,8.52,-47.35,144.44448176584947
0.0,1.0,8.56,-44.81,121.6632321733259
0.0,1.0,8.6,-42.85,95.00141186446584
0.0,1.0,8.64,-42.27,60.943781020905256
0.0,1.0,8.68,-41.07,37.81075833024525
0.0,1.0,8.72,-40.61,6.635802651219511
0.0,1.0,8.76,-40.0,-21.67896474120996
0.0,1.0,8.8,-40.43,-52.26170188065499
0.0,1.0,8.84,-39.82,-82.61737037805557
0.0,1.0,8.88,-41.13,-112.12151611034315
0.0,1.0,8.92,-42.73,-132.5506366445546
0.0,1.0,8.96,-43.46,-157.38835562615833
0.0,1.0,9.0,-42.9,-172.91677076327878
0.0,1.0,9.04,-44.77,168.19168441000076
0.0,1.0,9.08,-43.93,155.208648201697
0.0,1.0,9.12,-44.67,138.37717694739817
0.0,1.0,9.16,-43.86,127.3998828098051
0.0,1.0,9.2,-42.08,115.38527807677379
0.0,1.0,9.24,-39.78,91.78081221242591
0.0,1.0,9.28,-38.05,63.021580580332554
0.0,1.0,9.32,-36.67,30.72969492997851
0.0,1.0,9.36,-35.51,1.0366640861764096
0.0,1.0,9.4,-35.77,-28.27344330185572
0.0,1.0,9.44,-35.59,-58.30980394588357
0.0,1.0,9.48,-35.0,-88.19368843133006
0.0,1.0,9.52,-34.34,-115.18132061597208
0.0,1.0,9.56,-34.43,-143.99641111297404
0.0,1.0,9.6,-35.55,-173.55044580333035
0.0,1.0,9.64,-35.51,158.13357558978433
0.0,1.0,9.68,-35.77,130.27355427531003
0.0,1.0,9.72,-35.7,109.5499103477058
0.0,1.0,9.76,-35.61,87.54793043665147
0.0,1.0,9.8,-35.24,56.788401547699856
0.0,1.0,9.84,-35.41,24.751891616975847
0.0,1.0,9.88,-35.65,-6.052020438728077
0.0,1.0,9.92,-35.43,-24.86375006591449
0.0,1.0,9.96,-35.39,-53.73462703744735
0.0,1.0,10.0,-35.28,-85.71042554566321
0.0,1.0,10.04,-35.6,-116.42441501310968
0.0,1.0,10.08,-35.42,-144.29331618899656
0.0,1.0,10.12,-36.63,-171.39539234055806
0.0,1.0,10.16,-37.66,162.0669002336468
0.0,1.0,10.2,-37.72,135.19917202293442
0.0,1.0,10.24,-37.86,108.70947040398433
0.0,1.0,10.28,-38.72,81.78896200564635
0.0,1.0,10.32,-40.48,53.63841517732313
0.0,1.0,10.36,-41.56,28.512963710138745
0.0,1.0,10.4,-41.82,5.531972777811486
0.0,1.0,10.44,-41.87,-15.268178860665921
0.0,1.0,10.48,-42.56,-33.36864545613206
0.0,1.0,10.52,-42.76,-54.48665707811829
0.0,1.0,10.56,-42.28,-82.55317287112537
0.0,1.0,10.6,-42.13,-107.3402887637484
0.0,1.0,10.64,-42.37,-129.54795986061137
0.0,1.0,10.68,-43.26,-155.3195739918526
0.0,1.0,10.72,-42.74,177.1185040688663
0.0,1.0,10.76,-42.75,149.0873896904692
0.0,1.0,10.8,-43.4,119.16432824088939
0.0,1.0,10.84,-44.95,95.01166715905234
0.0,1.0,10.88,-45.15,75.99571078071529
0.0,1.0,10.92,-45.38,51.328085625847386
0.0,1.0,10.96,-46.52,28.45399930219327
0.0,1.0,11.0,-46.77,2.738705702060007
0.0,1.0,11.04,-47.94,-18.84538856172664
0.0,1.0,11.08,-49.12,-40.638644166795416
0.0,1.0,11.12,-48.53,-57.45398032384287
0.0,1.0,11.16,-48.39,-80.46767219915935
0.0,1.0,11.2,-48.03,-100.06188240675232
0.0,1.0,11.24,-48.04,-129.0783824428989
0.0,1.0,11.28,-47.76,-160.20781848745196
0.0,1.0,11.32,-48.78,179.03578761487282
0.0,1.0,11.36,-49.39,158.6114175444827
0.0,1.0,11.4,-49.76,137.07391371941515
0.0,1.0,11.44,-49.04,114.89396690569927
0.0,1.0,11.48,-49.16,87.56638821032254
0.0,1.0,11.52,-49.46,61.62342905264567
0.0,1.0,11.56,-50.79,43.32689429696921
0.0,1.0,11.6,-50.2,16.706256435052136
0.0,1.0,11.64,-49.92,-10.596549438528857
0.0,1.0,11.68,-50.48,-32.229173433089194
0.0,1.0,11.72,-51.34,-60.71651905876148
0.0,1.0,11.76,-53.78,-93.04147466137164
0.0,1.0,11.8,-54.41,-107.3516368477231
0.0,1.0,11.84,-53.41,-115.47800073042816
0.0,1.0,11.88,-52.91,-126.64792051297842
0.0,1.0,11.92,-52.27,-160.15388104633715
0.0,1.0,11.96,-52.96,172.7341563717843
0.0,1.0,12.0,-52.49,149.5668397105005
0.0,2.0,8.0,-43.41,52.09697359078809
0.0,2.0,8.04,-42.49,25.674268896631546
0.0,2.0,8.08,-42.68,-11.118412697107054
0.0,2.0,8.12,-43.55,-38.437204336934315
0.0,2.0,8.16,-44.42,-67.54779170357193
0.0,2.0,8.2,-45.53,-85.0121358868343
0.0,2.0,8.24,-44.9,-105.79376774993875
0.0,2.0,8.28,-44.8,-124.91852214324756
0.0,2.0,8.32,-44.09,-160.51814673752486
0.0,2.0,8.36,-44.86,173.93404181538983
0.0,2.0,8.4,-47.95,148.43228294415252
0.0,2.0,8.44,-50.17,142.51299842890455
0.0,2.0,8.48,-50.94,150.40068800568972
0.0,2.0,8.52,-47.54,146.75323393324553
0.0,2.0,8.56,-44.71,120.95760492155844
0.0,2.0,8.6,-43.06,93.50395612749277
0.0,2.0,8.64,-42.16,61.25229867031267
0.0,2.0,8.68,-40.69,34.722135929894
0.0,2.0,8.72,-40.36,3.39744338922599
0.0,2.0,8.76,-40.06,-24.667692001884735
0.0,2.0,8.8,-40.78,-56.4815349266817
0.0,2.0,8.84,-40.25,-85.50090527377307
0.0,2.0,8.88,-41.85,-112.65156373099974
0.0,2.0,8.92,-43.04,-132.16451773065612
0.0,2.0,8.96,-43.95,-152.0004274117281
0.0,2.0,9.0,-43.4,-170.58121986748935
0.0,2.0,9.04,-45.13,171.6555099157705
0.0,2.0,9.08,-44.26,160.52565200991683
0.0,2.0,9.12,-44.33,143.8706979735719
0.0,2.0,9.16,-43.04,130.57807571782953
0.0,2.0,9.2,-41.45,113.43541686383277
0.0,2.0,9.24,-39.32,88.20496040504571
0.0,2.0,9.28,-38.18,59.724243856364254
0.0,2.0,9.32,-37.09,28.386463552316187
0.0,2.0,9.36,-36.06,0.8851238541193353
0.0,2.0,9.4,-35.92,-26.830928096973327
0.0,2.0,9.44,-35.66,-57.585566840488575
0.0,2.0,9.48,-34.76,-88.71346521362344
0.0,2.0,9.52,-33.99,-117.78223086604476
0.0,2.0,9.56,-34.19,-147.55218485794887
0.0,2.0,9.6,-35.56,-176.69915632508543
0.0,2.0,9.64,-35.58,155.23257579833896
0.0,2.0,9.68,-35.91,129.29198159809394
0.0,2.0,9.72,-36.08,109.16718388086542
0.0,2.0,9.76,-36.02,88.63318307636816
0.0,2.0,9.8,-35.55,58.486170847396835
0.0,2.0,9.84,-35.64,26.694357778789207
0.0,2.0,9.88,-35.85,-3.284370432749409
0.0,2.0,9.92,-35.63,-21.428943553012385
0.0,2.0,9.96,-35.4,-49.368510862177956
0.0,2.0,10.0,-35.07,-82.60886710270513
0.0,2.0,10.04,-35.19,-114.4851444957065
0.0,2.0,10.08,-34.91,-144.52768463167573
0.0,2.0,10.12,-36.35,-172.37615727298655
0.0,2.0,10.16,-37.6,159.68595404419597
0.0,2.0,10.2,-37.52,134.55564406149878
0.0,2.0,10.24,-37.98,108.74125872307843
0.0,2.0,10.28,-38.79,81.83216701806887
0.0,2.0,10.32,-40.23,53.673660300008066
0.0,2.0,10.36,-41.4,31.080864420895537
0.0,2.0,10.4,-41.17,5.3312309188377265
0.0,2.0,10.44,-41.82,-15.512340206010814
0.0,2.0,10.48,-42.47,-31.805466966271283
0.0,2.0,10.52,-42.88,-55.17464397173863
0.0,2.0,10.56,-42.36,-82.67106291251102
0.0,2.0,10.6,-42.22,-106.84090302028744
0.0,2.0,10.64,-42.74,-127.30306927065843
0.0,2.0,10.68,-43.26,-153.34075807932058
0.0,2.0,10.72,-42.78,178.769727100672
0.0,2.0,10.76,-42.54,151.5321942176214
0.0,2.0,10.8,-43.43,122.49310529670939
0.0,2.0,10.84,-44.64,92.74567692208747
0.0,2.0,10.88,-45.2,73.54684718743232
0.0,2.0,10.92,-45.55,49.71895366171184
0.0,2.0,10.96,-46.41,24.344005745970623
0.0,2.0,11.0,-46.44,-1.7883694070905702
0.0,2.0,11.04,-48.18,-23.91854278181722
0.0,2.0,11.08,-48.81,-39.48102909904714
0.0,2.0,11.12,-48.36,-57.982299675261984
0.0,2.0,11.16,-48.29,-79.96489809525931
0.0,2.0,11.2,-48.32,-103.04850306683323
0.0,2.0,11.24,-48.17,-128.39111071100112
0.0,2.0,11.28,-48.31,-162.26108552472934
0.0,2.0,11.32,-49.14,179.34278923515052
0.0,2.0,11.36,-49.11,161.23988235141692
0.0,2.0,11.4,-49.24,138.86245691132476
0.0,2.0,11.44,-49.37,115.36827373237968
0.0,2.0,11.48,-48.93,90.88273155911628
0.0,2.0,11.52,-49.63,59.63127913237224
0.0,2.0,11.56,-50.06,38.02963161888873
0.0,2.0,11.6,-50.72,16.39056609818378
0.0,2.0,11.64,-51.32,-10.304138826590433
0.0,2.0,11.68,-50.14,-35.330104481425344
0.0,2.0,11.72,-51.37,-66.08196104278198
0.0,2.0,11.76,-52.74,-89.938907502962
0.0,2.0,11.8,-54.87,-102.06361257566705
0.0,2.0,11.84,-54.22,-116.81334291198702
0.0,2.0,11.88,-52.91,-131.67631746912932
0.0,2.0,11.92,-52.65,-160.0552574739001
0.0,2.0,11.96,-52.24,179.06075285377588
0.0,2.0,12.0,-53.77,150.67222502447953
0.0,3.0,8.0,-43.21,54.514477525409845
0.0,3.0,8.04,-42.34,25.0490204111945
0.0,3.0,8.08,-42.67,-11.20282488716015
0.0,3.0,8.12,-43.63,-38.82700933143653
0.0,3.0,8.16,-44.51,-66.85628201877034
0.0,3.0,8.2,-45.59,-80.90832125089564
0.0,3.0,8.24,-45.02,-104.47536170186856
0.0,3.0,8.28,-44.56,-123.16619813138449
0.0,3.0,8.32,-43.95,-160.85073964974558
0.0,3.0,8.36,-44.84,171.82110633650615
0.0,3.0,8.4,-48.09,142.18684687293944
0.0,3.0,8.44,-51.2,138.27211710370295
0.0,3.0,8.48,-50.76,154.33949746092736
0.0,3.0,8.52,-46.86,148.58012163246312
0.0,3.0,8.56,-44.55,119.84649128449051
0.0,3.0,8.6,-42.61,90.63351295333615
0.0,3.0,8.64,-42.01,57.41660826055197
0.0,3.0,8.68,-40.84,31.9936004328468
0.0,3.0,8.72,-40.83,0.9923042045020881
0.0,3.0,8.76,-40.44,-25.156121809068622
0.0,3.0,8.8,-41.1,-55.907945234167975
0.0,3.0,8.84,-40.83,-83.40351045785893
0.0,3.0,8.88,-41.68,-108.63696975879103
0.0,3.0,8.92,-43.42,-131.70706241944785
0.0,3.0,8.96,-43.96,-151.6414888514841
0.0,3.0,9.0,-43.22,-165.51001153165842
0.0,3.0,9.04,-44.74,177.14264418199915
0.0,3.0,9.08,-43.27,161.638272924501
0.0,3.0,9.12,-43.44,139.9217608307444
0.0,3.0,9.16,-42.31,123.980812225248
0.0,3.0,9.2,-41.59,108.32885918802576
0.0,3.0,9.24,-40.17,85.56116947046117
0.0,3.0,9.28,-38.86,60.104846801395496
0.0,3.0,9.32,-37.51,32.436143510088286
0.0,3.0,9.36,-35.95,4.631362304885753
0.0,3.0,9.4,-35.54,-25.343733271833113
0.0,3.0,9.44,-35.22,-57.30011121549835
0.0,3.0,9.48,-34.55,-89.76514382966441
0.0,3.0,9.52,-33.91,-118.04197145519724
0.0,3.0,9.56,-34.38,-148.34909767873046
0.0,3.0,9.6,-35.84,-177.70732420503876
0.0,3.0,9.64,-35.93,156.32813946609352
0.0,3.0,9.68,-36.32,130.9450708877319
0.0,3.0,9.72,-36.37,110.66519174269311
0.0,3.0,9.76,-36.2,90.98360026682437
0.0,3.0,9.8,-35.78,60.67283527508243
0.0,3.0,9.84,-35.76,28.712145603805435
0.0,3.0,9.88,-35.77,-2.279914611427001
0.0,3.0,9.92,-35.59,-18.714904432700376
0.0,3.0,9.96,-35.09,-47.679199349824394
0.0,3.0,10.0,-34.58,-80.87527424337478
0.0,3.0,10.04,-34.77,-114.7295858356012
0.0,3.0,10.08,-34.65,-145.9131663076286
0.0,3.0,10.12,-36.33,-173.4058902206921
0.0,3.0,10.16,-37.66,159.25651914829135
0.0,3.0,10.2,-37.56,134.61859288011772
0.0,3.0,10.24,-37.73,109.43596764629847
0.0,3.0,10.28,-38.47,81.39264008389272
0.0,3.0,10.32,-40.33,54.50311902452487
0.0,3.0,10.36,-41.39,29.891058639166236
0.0,3.0,10.4,-41.37,6.77104486397251
0.0,3.0,10.44,-42.0,-13.745678983674084
0.0,3.0,10.48,-42.61,-32.279082350277065
0.0,3.0,10.52,-42.71,-56.771152033393086
0.0,3.0,10.56,-42.36,-84.02276256452505
0.0,3.0,10.6,-42.43,-106.25093412585052
0.0,3.0,10.64,-42.63,-126.73247274007063
0.0,3.0,10.68,-42.94,-151.10825252187416
0.0,3.0,10.72,-42.4,179.33050206824902
0.0,3.0,10.76,-42.11,149.525555548383
0.0,3.0,10.8,-43.06,118.61506697218664
0.0,3.0,10.84,-44.57,89.90104388950687
0.0,3.0,10.88,-45.17,71.68414279796103
0.0,3.0,10.92,-45.61,47.41584114037693
0.0,3.0,10.96,-46.43,24.349437924698034
0.0,3.0,11.0,-47.01,3.0225000187597506
0.0,3.0,11.04,-48.16,-17.598897227756453
0.0,3.0,11.08,-49.12,-38.356092175922996
0.0,3.0,11.12,-48.44,-56.46057443106044
0.0,3.0,11.16,-48.42,-77.29083809528204
0.0,3.0,11.2,-48.64,-102.56612701564706
0.0,3.0,11.24,-48.02,-127.21509127069811
0.0,3.0,11.28,-48.01,-156.46963193403957
0.0,3.0,11.32,-48.95,179.11416692776447
0.0,3.0,11.36,-49.52,157.88970303384892
0.0,3.0,11.4,-50.02,139.5262986389033
0.0,3.0,11.44,-49.5,117.88441129177603
0.0,3.0,11.48,-48.85,88.97255123619175
0.0,3.0,11.52,-49.13,61.452403583212174
0.0,3.0,11.56,-49.91,42.865770741154755
0.0,3.0,11.6,-49.59,13.274929342303592
0.0,3.0,11.64,-49.67,-13.573589977098246
0.0,3.0,11.68,-49.82,-37.190983008149324
0.0,3.0,11.72,-51.31,-66.4154798441609
0.0,3.0,11.76,-53.36,-87.73118708490478
0.0,3.0,11.8,-54.0,-102.80462742806914
0.0,3.0,11.84,-54.27,-121.02404525000549
0.0,3.0,11.88,-52.63,-133.77814301163718
0.0,3.0,11.92,-52.47,-160.2558476406939
0.0,3.0,11.96,-53.51,171.35714235657113
0.0,3.0,12.0,-54.02,144.90810298776503
0.0,4.0,8.0,-43.22,53.67793785037117
0.0,4.0,8.04,-42.74,26.521883533087113
0.0,4.0,8.08,-42.85,-7.807331126071115
0.0,4.0,8.12,-43.45,-38.68151888817122
0.0,4.0,8.16,-43.96,-64.83970482592463
0.0,4.0,8.2,-45.25,-81.3761638129367
0.0,4.0,8.24,-44.53,-105.05691961055818
0.0,4.0,8.28,-44.21,-124.76371949774774
0.0,4.0,8.32,-43.75,-162.63349740014692
0.0,4.0,8.36,-45.37,169.66454319935488
0.0,4.0,8.4,-48.82,142.34693984780665
0.0,4.0,8.44,-52.59,143.46602570359528
0.0,4.0,8.48,-50.72,157.68381498467787
0.0,4.0,8.52,-46.13,146.77918695496282
0.0,4.0,8.56,-44.44,115.64200119675733
0.0,4.0,8.6,-42.73,87.93800021207203
0.0,4.0,8.64,-42.47,57.45209539519996
0.0,4.0,8.68,-41.56,31.98489291500919
0.0,4.0,8.72,-41.44,3.0781403256774817
0.0,4.0,8.76,-40.72,-22.379431944376865
0.0,4.0,8.8,-41.25,-52.62094157054349
0.0,4.0,8.84,-40.67,-80.97297492601037
0.0,4.0,8.88,-41.53,-106.92246046432959
0.0,4.0,8.92,-43.23,-128.47425936186553
0.0,4.0,8.96,-43.57,-148.2501497063732
0.0,4.0,9.0,-42.58,-163.725761442252
0.0,4.0,9.04,-43.89,174.00450829256744
0.0,4.0,9.08,-42.9,155.578878720102
0.0,4.0,9.12,-43.58,133.96939779049444
0.0,4.0,9.16,-43.31,120.86943028812586
0.0,4.0,9.2,-42.6,109.30873458093626
0.0,4.0,9.24,-40.42,91.38023255306483
0.0,4.0,9.28,-38.7,67.63948295382225
0.0,4.0,9.32,-36.89,35.18859833538954
0.0,4.0,9.36,-35.26,4.4506434361563665
0.0,4.0,9.4,-35.3,-26.428926313426533
0.0,4.0,9.44,-35.17,-58.92074924420872
0.0,4.0,9.48,-34.64,-90.91906124160212
0.0,4.0,9.52,-34.32,-119.40006787876055
0.0,4.0,9.56,-34.68,-149.16234717928216
0.0,4.0,9.6,-36.15,-177.10116922288924
0.0,4.0,9.64,-36.32,156.82414747203993
0.0,4.0,9.68,-36.62,132.45832067751826
0.0,4.0,9.72,-36.38,113.94544492887746
0.0,4.0,9.76,-35.98,93.43075834126788
0.0,4.0,9.8,-35.36,62.9938087068994
0.0,4.0,9.84,-35.27,30.794380213524473
0.0,4.0,9.88,-35.39,-0.35478842895698215
0.0,4.0,9.92,-35.1,-18.19420673820694
0.0,4.0,9.96,-34.75,-48.08862014830609
0.0,4.0,10.0,-34.4,-81.59838053231572
0.0,4.0,10.04,-34.82,-115.49129996009144
0.0,4.0,10.08,-34.73,-145.34065402215512
0.0,4.0,10.12,-36.29,-172.5192874483205
0.0,4.0,10.16,-37.48,160.68647894895489
0.0,4.0,10.2,-37.38,134.9295483732446
0.0,4.0,10.24,-37.93,108.60043002423484
0.0,4.0,10.28,-38.41,82.13743110842618
0.0,4.0,10.32,-40.36,53.94249907981715
0.0,4.0,10.36,-41.56,29.501197810622187
0.0,4.0,10.4,-41.46,4.994294311303014
0.0,4.0,10.44,-41.86,-13.883703903297189
0.0,4.0,10.48,-42.41,-31.68569480645793
0.0,4.0,10.52,-42.91,-57.31325758849694
0.0,4.0,10.56,-42.57,-82.46557451182213
0.0,4.0,10.6,-42.25,-102.53613135614617
0.0,4.0,10.64,-42.65,-126.14083816336532
0.0,4.0,10.68,-42.77,-151.21468698597852
0.0,4.0,10.72,-42.22,178.23259317621776
0.0,4.0,10.76,-42.16,150.09077422796204
0.0,4.0,10.8,-43.08,118.42801332187605
0.0,4.0,10.84,-44.64,90.45937496033991
0.0,4.0,10.88,-45.64,70.21939058050667
0.0,4.0,10.92,-46.09,47.81637675472278
0.0,4.0,10.96,-47.21,26.64287945131022
0.0,4.0,11.0,-47.02,4.8412929786473295
0.0,4.0,11.04,-47.7,-17.73951711395021
0.0,4.0,11.08,-49.07,-37.31414169006276
0.0,4.0,11.12,-48.19,-60.97337927169414
0.0,4.0,11.16,-48.2,-78.01566620496965
0.0,4.0,11.2,-48.44,-100.53821987249522
0.0,4.0,11.24,-47.67,-125.74284110265515
0.0,4.0,11.28,-47.67,-159.31774644406258
0.0,4.0,11.32,-48.61,176.02499794437372
0.0,4.0,11.36,-49.06,159.06934002099675
0.0,4.0,11.4,-49.38,141.03076186124323
0.0,4.0,11.44,-49.27,119.09309661768626
0.0,4.0,11.48,-49.43,89.85150068806401
0.0,4.0,11.52,-49.19,59.79029337903567
0.0,4.0,11.56,-49.93,41.81328231815896
0.0,4.0,11.6,-50.3,11.882536743892567
0.0,4.0,11.64,-50.07,-11.242943296879096
0.0,4.0,11.68,-49.93,-38.1665660604598
0.0,4.0,11.72,-51.69,-67.78574319760621
0.0,4.0,11.76,-52.81,-88.25991379357535
0.0,4.0,11.8,-53.79,-112.20147654251211
0.0,4.0,11.84,-53.91,-124.29749164881163
0.0,4.0,11.88,-53.39,-134.0858924898806
0.0,4.0,11.92,-52.69,-160.91351937674958
0.0,4.0,11.96,-53.43,176.7779962079365
0.0,4.0,12.0,-53.5,157.07296157198198
0.0,5.0,8.0,-43.19,55.1462818326662
0.0,5.0,8.04,-42.63,27.811580762643587
0.0,5.0,8.08,-42.56,-5.191970986102807
0.0,5.0,8.12,-42.96,-36.256379871245905
0.0,5.0,8.16,-43.41,-65.12990793581162
0.0,5.0,8.2,-44.85,-86.23212607515703
0.0,5.0,8.24,-44.49,-109.57330254729551
0.0,5.0,8.28,-44.47,-130.0138815007547
0.0,5.0,8.32,-43.97,-168.10629608838414
0.0,5.0,8.36,-46.29,166.91466883614052
0.0,5.0,8.4,-50.04,147.3595132524131
0.0,5.0,8.44,-51.66,152.92849681925367
0.0,5.0,8.48,-49.5,154.02265524577155
0.0,5.0,8.52,-46.19,142.44901679312423
0.0,5.0,8.56,-44.65,112.47042528118509
0.0,5.0,8.6,-43.51,88.44092160754575
0.0,5.0,8.64,-43.03,58.59143981029363
0.0,5.0,8.68,-41.88,37.11048379263316
