# --- TEST-START ---
# CONFIG_JSON: {"name":"Custom 2D Slice","mode":"custom","polarization":"vertical","sweep":{"start_ghz":2.0,"stop_ghz":18.0,"points":51,"format":"MAG","power_dbm":0.0},"grid":{"phi_step_deg":null,"theta_step_deg":null,"custom_axis":"phi","custom_angle_deg":0.0,"custom_step_deg":1.0},"plot_options":{"title":"Live Pattern","grid":false,"y_limits":[-60.0,0.0],"do_not_modify_vna":false},"created_local":"2026-04-15 14:16:48","created_utc":"2026-04-15T18:16:48.767410Z"}
# META: vna=VNAController
# META: positioner=SerialController
# META: polarization=vertical
Phi (deg),Theta (deg),Frequency (GHz),Magnitude (dB),Phase (deg)
0.0,2.0,4.24,-78.31,157.36528404706243
0.0,2.0,4.56,-85.72,31.09555020995386
0.0,2.0,4.88,-78.29,-3.841655712400754
0.0,2.0,5.2,-89.93,13.8004168853525
0.0,2.0,5.52,-75.59,74.9420801426468
0.0,2.0,5.84,-72.93,-28.67204511776896
0.0,2.0,6.16,-73.56,-57.427366539848094
0.0,2.0,6.48,-76.79,130.95020614926784
0.0,2.0,6.8,-71.14,154.2366172651721
0.0,2.0,7.12,-78.94,151.3028177694719
0.0,2.0,7.44,-77.47,165.2770523923037
0.0,2.0,7.76,-77.45,-72.09391925564637
0.0,2.0,8.08,-75.83,126.6430979786053
0.0,2.0,8.4,-72.4,-153.5704278043717
0.0,2.0,8.72,-96.66,120.275683726116
0.0,2.0,9.04,-77.75,171.0754185538412
0.0,2.0,9.36,-74.43,15.334921885986063
0.0,2.0,9.68,-74.39,119.07061896006066
0.0,2.0,10.0,-77.54,86.06621226659209
0.0,2.0,10.32,-82.0,-130.2723418700889
0.0,2.0,10.64,-93.7,-172.8846707133451
0.0,2.0,10.96,-74.21,-25.891024904842098
0.0,2.0,11.28,-81.33,75.67909764600869
0.0,2.0,11.6,-76.27,95.63650625896535
0.0,2.0,11.92,-79.06,34.931592221306936
0.0,2.0,12.24,-70.67,135.81758001420866
0.0,2.0,12.56,-73.11,21.995453187204433
0.0,2.0,12.88,-76.91,12.626851524356454
0.0,2.0,13.2,-71.51,163.01001931637862
0.0,2.0,13.52,-72.78,129.1083297356036
0.0,2.0,13.84,-77.8,158.18647602266762
0.0,2.0,14.16,-73.08,15.497187294593909
0.0,2.0,14.48,-74.68,133.78842514251065
0.0,2.0,14.8,-68.02,177.56088597343626
0.0,2.0,15.12,-75.61,60.81225282332247
0.0,2.0,15.44,-69.84,-176.89622306053568
0.0,2.0,15.76,-69.08,7.1887224367812905
0.0,2.0,16.08,-70.21,121.46578037402125
0.0,2.0,16.4,-80.98,116.6032741251154
0.0,2.0,16.72,-73.89,-157.85697391939408
0.0,2.0,17.04,-76.04,72.11487627754897
0.0,2.0,17.36,-74.13,64.37729145933281
0.0,2.0,17.68,-79.3,61.20245782813034
0.0,2.0,18.0,-84.98,-126.68185322246062
0.0,3.0,2.0,-71.52,43.512231630361995
0.0,3.0,2.32,-87.86,-18.689509143762415
0.0,3.0,2.64,-73.12,-149.49940366529785
0.0,3.0,2.96,-77.48,65.44102672622545
0.0,3.0,3.28,-81.42,101.2248987195026
0.0,3.0,3.6,-73.84,-142.45869193657234
0.0,3.0,3.92,-77.67,105.62594974231133
0.0,3.0,4.24,-71.69,-93.08210911636192
0.0,3.0,4.56,-79.57,-46.43077867880097
0.0,3.0,4.88,-74.51,13.20898832394385
0.0,3.0,5.2,-85.06,174.6685604277883
0.0,3.0,5.52,-71.92,79.3699145986275
0.0,3.0,5.84,-80.81,-32.61482120103982
0.0,3.0,6.16,-94.16,-153.90884191504185
0.0,3.0,6.48,-71.65,146.2013627038384
0.0,3.0,6.8,-69.53,175.56944181640438
0.0,3.0,7.12,-72.91,83.9562778980829
0.0,3.0,7.44,-73.47,-123.68135785362563
0.0,3.0,7.76,-78.06,-60.039336502192725
0.0,3.0,8.08,-72.61,-176.62270029885974
0.0,3.0,8.4,-80.32,62.02771161767983
0.0,3.0,8.72,-80.39,-156.56528402035906
0.0,3.0,9.04,-74.43,-145.38629276595202
0.0,3.0,9.36,-95.93,121.6025687251741
0.0,3.0,9.68,-70.45,173.8311442256368
0.0,3.0,10.0,-82.93,82.78337971302234
0.0,3.0,10.32,-77.5,149.18507408220793
0.0,3.0,10.64,-77.35,139.54667065318142
0.0,3.0,10.96,-76.68,29.024459241101056
0.0,3.0,11.28,-73.75,-147.76934668549518
0.0,3.0,11.6,-73.82,-88.3636709103774
0.0,3.0,11.92,-77.53,146.41346610678121
0.0,3.0,12.24,-74.39,-165.2123107123274
0.0,3.0,12.56,-70.7,55.05132082404901
0.0,3.0,12.88,-73.53,82.47894370156858
0.0,3.0,13.2,-83.6,173.67800846071745
0.0,3.0,13.52,-78.97,99.21432868076796
0.0,3.0,13.84,-89.57,-97.50227363556309
0.0,3.0,14.16,-77.96,149.79338298826275
0.0,3.0,14.48,-77.23,63.39289769883055
0.0,3.0,14.8,-72.31,157.45973769398833
0.0,3.0,15.12,-75.45,-50.60127603727383
0.0,3.0,15.44,-67.69,-112.84899668930548
0.0,3.0,15.76,-72.98,20.37392745225632
0.0,3.0,16.08,-70.54,129.46043158734554
0.0,3.0,16.4,-90.35,-147.74172215749311
0.0,3.0,16.72,-69.15,169.2400322089872
0.0,3.0,17.04,-81.87,124.16631447201848
0.0,3.0,17.36,-80.18,84.73127910388924
0.0,3.0,17.68,-72.11,104.28237579371627
0.0,3.0,18.0,-82.08,-23.18861646993487
0.0,4.0,2.0,-70.66,39.99950052700442
0.0,4.0,2.32,-97.6,-8.751091866856063
0.0,4.0,2.64,-76.44,138.31568711274087
0.0,4.0,2.96,-71.78,151.56728528829723
0.0,4.0,3.28,-77.02,177.93602554459437
0.0,4.0,3.6,-77.02,153.16215130997017
0.0,4.0,3.92,-71.55,102.57417945134303
0.0,4.0,4.24,-79.78,-84.054402046537
0.0,4.0,4.56,-75.28,165.302215087314
0.0,4.0,4.88,-77.49,-107.00197693917947
0.0,4.0,5.2,-75.85,-129.21781009409142
0.0,4.0,5.52,-79.91,42.06434485967054
0.0,4.0,5.84,-80.11,-104.76510125598358
0.0,4.0,6.16,-76.61,-26.899780677301912
0.0,4.0,6.48,-71.45,140.03461542273428
0.0,4.0,6.8,-72.18,167.2083569848535
0.0,4.0,7.12,-87.09,29.591313830177224
0.0,4.0,7.44,-69.86,170.8137180799752
0.0,4.0,7.76,-84.49,-94.70321690137118
0.0,4.0,8.08,-79.85,158.32437988185484
0.0,4.0,8.4,-86.51,28.865188510271434
0.0,4.0,8.72,-78.77,178.4625736333874
0.0,4.0,9.04,-81.9,-64.1404333429249
0.0,4.0,9.36,-80.13,95.44989332949146
0.0,4.0,9.68,-68.9,149.94245221689172
0.0,4.0,10.0,-76.5,-131.56570794975036
0.0,4.0,10.32,-87.16,151.60942361938407
0.0,4.0,10.64,-76.53,168.34542432261046
0.0,4.0,10.96,-73.57,24.372273163825266
0.0,4.0,11.28,-72.64,146.15124158679623
0.0,4.0,11.6,-81.24,129.02309945653923
0.0,4.0,11.92,-74.04,-95.76022416626482
0.0,4.0,12.24,-74.61,109.82040500293292
0.0,4.0,12.56,-75.48,88.957826641586
0.0,4.0,12.88,-78.13,-2.2466367516497328
0.0,4.0,13.2,-81.2,168.14815490671728
0.0,4.0,13.52,-74.04,79.37472147055325
0.0,4.0,13.84,-86.08,-70.67727262087888
0.0,4.0,14.16,-79.4,115.04109355860099
0.0,4.0,14.48,-70.54,89.8417025850714
0.0,4.0,14.8,-69.78,-170.72114254195637
0.0,4.0,15.12,-69.24,12.545332227966874
0.0,4.0,15.44,-75.96,-147.54737933319433
0.0,4.0,15.76,-69.39,31.806312959032923
0.0,4.0,16.08,-72.9,114.87711713417038
0.0,4.0,16.4,-76.32,95.7403403770976
0.0,4.0,16.72,-76.12,143.47616869779188
0.0,4.0,17.04,-74.47,-163.09509196733234
0.0,4.0,17.36,-78.18,73.96625553109413
0.0,4.0,17.68,-84.6,-5.292519951781163
0.0,4.0,18.0,-72.91,-10.402903252084895
0.0,5.0,2.0,-75.99,-31.213003403740785
0.0,5.0,2.32,-77.69,63.19367477111519
0.0,5.0,2.64,-85.41,-90.3942991799813
0.0,5.0,2.96,-73.21,115.5937392930218
0.0,5.0,3.28,-82.61,-164.33709526129252
0.0,5.0,3.6,-83.68,139.85479056447224
0.0,5.0,3.92,-74.76,116.99115493471075
0.0,5.0,4.24,-75.84,-85.71320381905112
0.0,5.0,4.56,-77.76,1.2453753106628846
0.0,5.0,4.88,-82.08,-55.26178490476641
0.0,5.0,5.2,-75.49,175.4602628337859
0.0,5.0,5.52,-92.25,-160.93351612000131
0.0,5.0,5.84,-81.61,-0.7870111068920935
0.0,5.0,6.16,-72.13,-74.76983016952735
0.0,5.0,6.48,-71.55,164.8596684128177
0.0,5.0,6.8,-66.75,163.06255666685053
0.0,5.0,7.12,-105.28,55.34876979330941
0.0,5.0,7.44,-78.66,-67.56021031953357
0.0,5.0,7.76,-75.39,-75.65871149786983
0.0,5.0,8.08,-76.89,-170.52989201088457
0.0,5.0,8.4,-78.07,-59.670728893535305
0.0,5.0,8.72,-72.23,136.00367372428641
0.0,5.0,9.04,-79.33,106.28427268902594
0.0,5.0,9.36,-76.36,113.04782123490783
0.0,5.0,9.68,-73.23,170.52807475337855
0.0,5.0,10.0,-77.13,177.96832714771858
0.0,5.0,10.32,-88.74,158.08311045314434
0.0,5.0,10.64,-71.92,-126.52078277014708
0.0,5.0,10.96,-74.57,-6.984015811969987
0.0,5.0,11.28,-85.55,13.762590782551543
0.0,5.0,11.6,-76.01,-62.14014185427733
0.0,5.0,11.92,-71.86,145.91672116543577
0.0,5.0,12.24,-80.92,-116.71857767218536
0.0,5.0,12.56,-81.4,-64.43482406655883
0.0,5.0,12.88,-81.57,94.08565061357137
0.0,5.0,13.2,-74.31,-141.08705827307713
0.0,5.0,13.52,-75.4,63.73126378745692
0.0,5.0,13.84,-72.07,-112.56340552495357
0.0,5.0,14.16,-68.36,74.16874337797451
0.0,5.0,14.48,-81.68,114.56116846996386
0.0,5.0,14.8,-69.81,-170.51589546835967
0.0,5.0,15.12,-80.44,63.63253789174834
0.0,5.0,15.44,-72.71,-142.46083045493404
0.0,5.0,15.76,-68.22,60.53507092348808
0.0,5.0,16.08,-75.48,118.35246946834945
0.0,5.0,16.4,-75.74,129.65245548800613
0.0,5.0,16.72,-82.34,-23.091350127302317
0.0,5.0,17.04,-77.4,153.57726296050453
0.0,5.0,17.36,-71.5,-178.48873828971242
0.0,5.0,17.68,-78.51,75.84429152103566
0.0,5.0,18.0,-79.3,167.14665604116297
0.0,6.0,2.0,-67.37,31.06600653882068
0.0,6.0,2.32,-71.13,8.18697910696834
0.0,6.0,2.64,-73.5,-150.6819135269557
0.0,6.0,2.96,-74.16,46.986778630431566
0.0,6.0,3.28,-75.13,-87.73638649961589
0.0,6.0,3.6,-76.66,93.24459733691666
0.0,6.0,3.92,-76.77,-167.9460074743656
0.0,6.0,4.24,-78.63,-80.1868782503477
0.0,6.0,4.56,-77.46,74.787999731769
0.0,6.0,4.88,-75.14,39.589914401974006
0.0,6.0,5.2,-72.29,-157.9427334180508
0.0,6.0,5.52,-80.39,102.96173980248957
0.0,6.0,5.84,-74.81,0.9202321540147644
0.0,6.0,6.16,-77.09,-70.56797727512593
0.0,6.0,6.48,-67.54,151.18698602492825
0.0,6.0,6.8,-70.54,164.8817260332408
0.0,6.0,7.12,-77.52,142.18249187134953
0.0,6.0,7.44,-73.65,85.02692246249109
0.0,6.0,7.76,-74.96,-130.77400843413682
0.0,6.0,8.08,-77.24,53.42102909268813
0.0,6.0,8.4,-78.77,37.84209742288097
0.0,6.0,8.72,-78.03,148.03589743504662
0.0,6.0,9.04,-86.59,-77.06837657725335
0.0,6.0,9.36,-74.28,13.391887041322851
0.0,6.0,9.68,-72.11,131.85625531813992
0.0,6.0,10.0,-79.36,166.43659863079003
0.0,6.0,10.32,-72.86,-138.0141321974667
0.0,6.0,10.64,-80.7,51.90914711898957
0.0,6.0,10.96,-73.4,-120.02247029868948
0.0,6.0,11.28,-80.86,81.24809490450001
0.0,6.0,11.6,-80.27,150.18120831820795
0.0,6.0,11.92,-76.55,-88.03615586778143
0.0,6.0,12.24,-75.66,140.44154998047995
0.0,6.0,12.56,-76.61,60.29713274859246
0.0,6.0,12.88,-85.19,-23.768662854776032
0.0,6.0,13.2,-75.58,-110.91853540052477
0.0,6.0,13.52,-82.11,8.072524105286778
0.0,6.0,13.84,-76.4,160.33649201847297
0.0,6.0,14.16,-76.83,30.815959428179927
0.0,6.0,14.48,-72.27,175.25193528965647
0.0,6.0,14.8,-71.63,166.27256749469257
0.0,6.0,15.12,-81.7,38.10523983814046
0.0,6.0,15.44,-66.3,-145.43278160964522
0.0,6.0,15.76,-68.21,17.48340666374244
0.0,6.0,16.08,-71.5,104.10811102896888
0.0,6.0,16.4,-87.29,142.08068566020052
0.0,6.0,16.72,-74.74,137.72620323021948
0.0,6.0,17.04,-79.23,-79.50752864435952
0.0,6.0,17.36,-77.66,174.2281266984822
0.0,6.0,17.68,-80.44,-24.74303486522716
0.0,6.0,18.0,-72.61,87.67800173880356
0.0,7.0,2.0,-72.67,24.425991001844164
0.0,7.0,2.32,-80.19,-90.35869135514956
0.0,7.0,2.64,-74.81,-132.6919350625046
0.0,7.0,2.96,-72.89,113.07272694684939
0.0,7.0,3.28,-79.97,-114.0251365925093
0.0,7.0,3.6,-83.94,16.31775448987433
0.0,7.0,3.92,-75.84,173.53864643716634
0.0,7.0,4.24,-81.17,-114.67498813064908
0.0,7.0,4.56,-78.65,-130.50923022897143
0.0,7.0,4.88,-79.7,44.68669509185834
0.0,7.0,5.2,-74.2,-147.52988365695776
0.0,7.0,5.52,-75.87,171.1295191814076
0.0,7.0,5.84,-79.09,166.12247843384736
0.0,7.0,6.16,-77.08,-108.00926067039174
0.0,7.0,6.48,-72.84,154.00529116455056
0.0,7.0,6.8,-71.34,148.2318517972272
0.0,7.0,7.12,-82.67,150.73399937029671
0.0,7.0,7.44,-70.98,124.00162836986019
0.0,7.0,7.76,-74.81,-65.5989876125472
0.0,7.0,8.08,-71.66,158.34622242510636
0.0,7.0,8.4,-80.68,-72.47430976849813
0.0,7.0,8.72,-76.42,102.43198111790666
0.0,7.0,9.04,-72.82,-160.0459299270997
0.0,7.0,9.36,-72.34,59.71226151015059
0.0,7.0,9.68,-73.18,169.52117636001017
0.0,7.0,10.0,-78.92,-13.451821631232669
0.0,7.0,10.32,-79.18,-150.63079278024824
0.0,7.0,10.64,-78.48,103.26841594721469
0.0,7.0,10.96,-88.6,11.009771042978612
0.0,7.0,11.28,-79.15,-50.64058433761428
0.0,7.0,11.6,-72.8,103.74566406710812
0.0,7.0,11.92,-82.39,141.2387012507228
0.0,7.0,12.24,-90.65,159.9605301242169
0.0,7.0,12.56,-81.32,36.985521749207216
0.0,7.0,12.88,-74.46,7.543734995441723
0.0,7.0,13.2,-72.57,-125.29956331870457
0.0,7.0,13.52,-77.61,80.14440190913484
0.0,7.0,13.84,-83.05,-31.516804830602965
0.0,7.0,14.16,-69.27,101.98310212755908
0.0,7.0,14.48,-73.39,132.99688346245938
0.0,7.0,14.8,-69.8,-176.6027768814255
0.0,7.0,15.12,-71.61,-22.208621930797804
0.0,7.0,15.44,-73.49,-177.69095781334264
0.0,7.0,15.76,-67.47,21.064972812986724
0.0,7.0,16.08,-74.96,128.13209724069984
0.0,7.0,16.4,-84.96,-107.68277760263527
0.0,7.0,16.72,-82.04,143.1392498948046
0.0,7.0,17.04,-90.25,99.95540963346575
0.0,7.0,17.36,-75.53,122.3699230514117
0.0,7.0,17.68,-78.87,-157.8812232011056
0.0,7.0,18.0,-70.75,1.6456765193115208
0.0,8.0,2.0,-73.53,87.20982680079088
0.0,8.0,2.32,-81.12,-77.37058945127266
0.0,8.0,2.64,-74.62,-132.78584229215076
0.0,8.0,2.96,-71.3,44.441366999228556
0.0,8.0,3.28,-76.2,-76.43117513198406
0.0,8.0,3.6,-72.34,132.24534306467754
0.0,8.0,3.92,-76.12,65.96770334068415
0.0,8.0,4.24,-73.78,-49.39013010473092
0.0,8.0,4.56,-74.3,-152.0070602865102
0.0,8.0,4.88,-74.67,81.20099350946379
0.0,8.0,5.2,-73.12,-135.89898503520936
0.0,8.0,5.52,-74.03,127.00470869011419
0.0,8.0,5.84,-81.14,100.15717578171913
0.0,8.0,6.16,-76.71,-67.17221464284853
0.0,8.0,6.48,-71.44,137.7010079950892
0.0,8.0,6.8,-72.81,147.50982055024934
0.0,8.0,7.12,-72.86,-175.87944839425774
0.0,8.0,7.44,-86.13,134.15954556730364
0.0,8.0,7.76,-77.71,-55.25784982661541
0.0,8.0,8.08,-76.08,136.97065570058038
0.0,8.0,8.4,-80.43,-46.24717658378922
0.0,8.0,8.72,-84.73,20.398895263168853
0.0,8.0,9.04,-70.94,168.3261866899045
0.0,8.0,9.36,-72.65,-20.486561176767687
0.0,8.0,9.68,-72.16,142.2757825512075
0.0,8.0,10.0,-72.46,-44.08239628602205
0.0,8.0,10.32,-74.84,153.19509914545935
0.0,8.0,10.64,-78.09,79.87848211086958
0.0,8.0,10.96,-93.14,-56.91664816906124
0.0,8.0,11.28,-73.4,147.96288900672826
0.0,8.0,11.6,-70.38,121.74368129762222
0.0,8.0,11.92,-75.71,-133.47114385457527
0.0,8.0,12.24,-73.73,-140.37783910397718
0.0,8.0,12.56,-89.56,63.71243434394704
0.0,8.0,12.88,-70.09,163.07335793559065
0.0,8.0,13.2,-75.37,-114.80070875340301
0.0,8.0,13.52,-75.18,46.64242536392326
0.0,8.0,13.84,-76.38,-74.05848034776908
0.0,8.0,14.16,-72.02,47.329321946577124
0.0,8.0,14.48,-72.67,149.32757684981064
0.0,8.0,14.8,-71.78,162.43420664742177
0.0,8.0,15.12,-73.2,-15.960243233386112
0.0,8.0,15.44,-68.35,-148.00573448819077
0.0,8.0,15.76,-66.82,32.05469575337092
0.0,8.0,16.08,-70.6,135.09747093003259
0.0,8.0,16.4,-74.19,106.26018848171496
0.0,8.0,16.72,-71.34,131.68607895360466
0.0,8.0,17.04,-75.57,-112.73232138556482
0.0,8.0,17.36,-75.97,144.58980947977682
0.0,8.0,17.68,-75.87,-0.9328735528236096
0.0,8.0,18.0,-74.26,-7.841311723467123
0.0,9.0,2.0,-72.3,15.836337835568534
0.0,9.0,2.32,-92.05,-72.6945033203751
0.0,9.0,2.64,-76.72,-115.90143081047691
0.0,9.0,2.96,-72.72,164.00656693756042
0.0,9.0,3.28,-85.54,-90.61987521181452
0.0,9.0,3.6,-69.42,176.22510600733062
0.0,9.0,3.92,-76.13,162.16230199193174
0.0,9.0,4.24,-87.83,-162.38643057474653
0.0,9.0,4.56,-72.22,-167.8077963833624
0.0,9.0,4.88,-77.27,51.69932103188165
0.0,9.0,5.2,-76.28,126.88736060437621
0.0,9.0,5.52,-71.75,126.50760666384572
0.0,9.0,5.84,-72.8,-101.75728260492173
0.0,9.0,6.16,-80.66,-2.6659038879926986
0.0,9.0,6.48,-73.0,154.0847047894735
0.0,9.0,6.8,-65.37,155.72487967820445
0.0,9.0,7.12,-84.27,-159.58603564596504
0.0,9.0,7.44,-75.81,123.11983574448784
0.0,9.0,7.76,-80.6,-61.658231399462764
0.0,9.0,8.08,-72.16,142.3329946574894
0.0,9.0,8.4,-75.92,-91.17924365640718
0.0,9.0,8.72,-78.91,54.22632178370596
0.0,9.0,9.04,-72.05,168.48073088561145
0.0,9.0,9.36,-71.93,2.6855030259453234
0.0,9.0,9.68,-81.5,83.49199351556022
0.0,9.0,10.0,-83.18,84.44373405296828
0.0,9.0,10.32,-82.68,-173.8742393746929
0.0,9.0,10.64,-71.92,-104.39665979326082
0.0,9.0,10.96,-77.61,-29.769509459303073
0.0,9.0,11.28,-72.93,77.89858348689872
0.0,9.0,11.6,-75.68,131.96540466070655
0.0,9.0,11.92,-80.08,43.37451399548939
0.0,9.0,12.24,-72.43,173.95095848632008
0.0,9.0,12.56,-79.2,45.87124229829789
0.0,9.0,12.88,-72.74,-110.21346606934387
0.0,9.0,13.2,-70.85,124.65863132037589
0.0,9.0,13.52,-75.69,85.80925452656422
0.0,9.0,13.84,-77.83,-60.76911164989715
0.0,9.0,14.16,-78.07,118.21160017295351
0.0,9.0,14.48,-74.09,113.3825670858835
0.0,9.0,14.8,-69.97,178.23189725571584
0.0,9.0,15.12,-78.44,-87.3915066163725
0.0,9.0,15.44,-70.57,177.07953374072792
0.0,9.0,15.76,-75.81,27.745358836610006
0.0,9.0,16.08,-68.66,101.91557620286488
0.0,9.0,16.4,-77.95,54.80110893889978
0.0,9.0,16.72,-71.96,-155.86272915191694
0.0,9.0,17.04,-76.24,157.65713114337052
0.0,9.0,17.36,-84.61,108.72337072187088
0.0,9.0,17.68,-78.47,-1.1595892016414768
0.0,9.0,18.0,-69.81,-8.580165554269398
0.0,10.0,2.0,-73.71,8.47883895830204
0.0,10.0,2.32,-76.03,-158.9882629712023
0.0,10.0,2.64,-72.45,157.52960762870902
0.0,10.0,2.96,-89.18,58.08784980656385
0.0,10.0,3.28,-77.64,-162.7161128992591
0.0,10.0,3.6,-71.79,-176.1588242675379
0.0,10.0,3.92,-83.65,143.66005379180297
0.0,10.0,4.24,-74.75,-169.0667234262494
0.0,10.0,4.56,-80.0,-17.474588496556315
0.0,10.0,4.88,-72.33,11.531414231284822
0.0,10.0,5.2,-73.95,152.8773117638389
0.0,10.0,5.52,-74.79,97.10480489641382
0.0,10.0,5.84,-75.25,-150.0334849581646
0.0,10.0,6.16,-72.51,-92.96279492132464
0.0,10.0,6.48,-72.78,158.53098686283224
