# --- TEST-START ---
# CONFIG_JSON: {"name":"Custom 2D Slice","mode":"custom","polarization":"vertical","sweep":{"start_ghz":2.0,"stop_ghz":18.0,"points":51,"format":"MAG","power_dbm":0.0},"grid":{"phi_step_deg":null,"theta_step_deg":null,"custom_axis":"phi","custom_angle_deg":0.0,"custom_step_deg":1.0},"plot_options":{"title":"Live Pattern","grid":false,"y_limits":[-60.0,0.0],"do_not_modify_vna":false},"created_local":"2026-04-15 13:53:34","created_utc":"2026-04-15T17:53:34.271297Z"}
# META: vna=VNAController
# META: positioner=SerialController
# META: polarization=vertical
Phi (deg),Theta (deg),Frequency (GHz),Magnitude (dB),Phase (deg)
0.0,2.0,10.32,-54.65,46.09237640785794
0.0,2.0,10.64,-56.57,106.53351970996529
0.0,2.0,10.96,-58.86,-52.502601350483964
0.0,2.0,11.28,-58.07,42.48469040686372
0.0,2.0,11.6,-60.5,-162.29626212187912
0.0,2.0,11.92,-53.81,-80.34668674516428
0.0,2.0,12.24,-57.0,5.63978337686431
0.0,2.0,12.56,-59.56,86.33046486678272
0.0,2.0,12.88,-66.77,-162.39593534700876
0.0,2.0,13.2,-64.79,-25.687929633963538
0.0,2.0,13.52,-68.06,96.53781858192072
0.0,2.0,13.84,-63.5,-161.2308832952073
0.0,2.0,14.16,-59.02,-91.76820318937614
0.0,2.0,14.48,-64.33,-155.4092697181312
0.0,2.0,14.8,-61.25,105.91298059270454
0.0,2.0,15.12,-71.75,136.6086648906615
0.0,2.0,15.44,-70.19,-88.99117453965768
0.0,2.0,15.76,-68.84,-21.32219429559496
0.0,2.0,16.08,-64.51,147.78616691262496
0.0,2.0,16.4,-68.44,177.3084553658167
0.0,2.0,16.72,-64.42,-145.53884313610965
0.0,2.0,17.04,-72.95,-135.4085194377703
0.0,2.0,17.36,-74.47,42.25525731484774
0.0,2.0,17.68,-77.82,92.7704653831673
0.0,2.0,18.0,-76.39,-117.74348231963629
0.0,3.0,2.0,-28.75,83.31344136343313
0.0,3.0,2.32,-41.58,97.06785048149229
0.0,3.0,2.64,-43.74,-129.2448998694255
0.0,3.0,2.96,-32.67,73.83549126235658
0.0,3.0,3.28,-34.21,112.54276262912691
0.0,3.0,3.6,-34.74,157.62391211958672
0.0,3.0,3.92,-39.49,-67.84864059782203
0.0,3.0,4.24,-42.46,69.44539474696577
0.0,3.0,4.56,-46.86,94.42189976618886
0.0,3.0,4.88,-41.4,3.5766736181638454
0.0,3.0,5.2,-39.95,78.87356858018659
0.0,3.0,5.52,-37.04,167.47750718752712
0.0,3.0,5.84,-40.5,-119.2727357248558
0.0,3.0,6.16,-44.73,-20.167420778685837
0.0,3.0,6.48,-59.1,110.41615956564043
0.0,3.0,6.8,-54.83,-67.49866572744911
0.0,3.0,7.12,-46.43,93.97448081224904
0.0,3.0,7.44,-43.79,-166.87302823462173
0.0,3.0,7.76,-43.14,-88.5152723509568
0.0,3.0,8.08,-45.1,-23.40531579272804
0.0,3.0,8.4,-55.44,120.51078457903868
0.0,3.0,8.72,-52.14,-89.5226750240161
0.0,3.0,9.04,-55.07,81.8334038211612
0.0,3.0,9.36,-52.86,165.0577352469498
0.0,3.0,9.68,-53.53,-92.67785953144748
0.0,3.0,10.0,-49.01,-1.86685535693364
0.0,3.0,10.32,-54.71,98.18591749117584
0.0,3.0,10.64,-58.65,140.6362371680767
0.0,3.0,10.96,-61.0,-13.698981386078525
0.0,3.0,11.28,-59.68,78.3189651694141
0.0,3.0,11.6,-59.62,-126.36040499915397
0.0,3.0,11.92,-54.99,-44.8292587519264
0.0,3.0,12.24,-56.49,41.606138402403886
0.0,3.0,12.56,-57.27,113.12358614753178
0.0,3.0,12.88,-66.77,-133.6807082620807
0.0,3.0,13.2,-64.63,33.39261178391398
0.0,3.0,13.52,-64.71,139.39959184181848
0.0,3.0,13.84,-63.36,-123.99633778985904
0.0,3.0,14.16,-60.5,-45.55824645169391
0.0,3.0,14.48,-63.53,-102.55427729477455
0.0,3.0,14.8,-60.04,138.0480841603767
0.0,3.0,15.12,-71.05,-173.90319137635848
0.0,3.0,15.44,-64.47,-43.935894295568495
0.0,3.0,15.76,-67.29,57.1243848021714
0.0,3.0,16.08,-65.73,163.05639074256595
0.0,3.0,16.4,-61.93,-119.66539647562657
0.0,3.0,16.72,-65.02,-68.18441840280141
0.0,3.0,17.04,-70.38,-64.11103575626525
0.0,3.0,17.36,-73.91,30.74365366981264
0.0,3.0,17.68,-76.61,151.76410288184783
0.0,3.0,18.0,-71.55,-99.94535958442938
0.0,4.0,2.0,-28.73,87.71998961374607
0.0,4.0,2.32,-42.28,110.94453442596068
0.0,4.0,2.64,-43.82,-128.05596928599894
0.0,4.0,2.96,-32.4,80.6044714058146
0.0,4.0,3.28,-34.28,124.0848198397469
0.0,4.0,3.6,-35.45,166.41688508580773
0.0,4.0,3.92,-39.57,-57.914507776703715
0.0,4.0,4.24,-41.46,79.23982190911227
0.0,4.0,4.56,-48.47,109.75217931411159
0.0,4.0,4.88,-41.96,11.824079854025278
0.0,4.0,5.2,-39.09,98.16773778263217
0.0,4.0,5.52,-37.21,-173.87432142515044
0.0,4.0,5.84,-40.13,-95.1023120859989
0.0,4.0,6.16,-44.79,0.6007826765396073
0.0,4.0,6.48,-60.71,130.81919070902367
0.0,4.0,6.8,-59.36,-63.20112722085278
0.0,4.0,7.12,-47.04,110.95420450019029
0.0,4.0,7.44,-43.35,-149.84734493277094
0.0,4.0,7.76,-42.57,-61.21720452599242
0.0,4.0,8.08,-45.5,2.6646620378041006
0.0,4.0,8.4,-57.87,136.64229419033956
0.0,4.0,8.72,-51.96,-76.94583642063897
0.0,4.0,9.04,-53.54,103.47796004277977
0.0,4.0,9.36,-53.12,-158.75299458680658
0.0,4.0,9.68,-52.83,-46.84914174458463
0.0,4.0,10.0,-48.35,31.38648380792432
0.0,4.0,10.32,-52.47,135.80967071435373
0.0,4.0,10.64,-57.51,-162.93052484044654
0.0,4.0,10.96,-59.02,39.225064179056375
0.0,4.0,11.28,-63.4,106.63631010192387
0.0,4.0,11.6,-63.17,-92.30244074054919
0.0,4.0,11.92,-55.32,4.868924787718511
0.0,4.0,12.24,-55.36,78.755171412817
0.0,4.0,12.56,-57.53,150.89415571826908
0.0,4.0,12.88,-66.63,-100.34965547800863
0.0,4.0,13.2,-65.92,78.93018391342629
0.0,4.0,13.52,-68.56,177.1614088109368
0.0,4.0,13.84,-65.27,-71.54696836498506
0.0,4.0,14.16,-58.75,-9.052265259526889
0.0,4.0,14.48,-62.5,-79.77701139372066
0.0,4.0,14.8,-60.82,-164.06444364586355
0.0,4.0,15.12,-69.87,-117.99514587205438
0.0,4.0,15.44,-72.48,24.949409396598394
0.0,4.0,15.76,-67.38,94.56211394601759
0.0,4.0,16.08,-63.46,-157.36495786614046
0.0,4.0,16.4,-62.28,-78.87094597243973
0.0,4.0,16.72,-61.29,-30.303818866419682
0.0,4.0,17.04,-64.44,20.613262295434456
0.0,4.0,17.36,-75.02,100.40419220678811
0.0,4.0,17.68,-77.59,-153.42775712792894
0.0,4.0,18.0,-69.75,-104.20904430163957
0.0,5.0,2.0,-28.76,87.77350661371136
0.0,5.0,2.32,-42.38,127.86493744153584
0.0,5.0,2.64,-44.79,-127.44461884809287
0.0,5.0,2.96,-32.35,88.04987399307439
0.0,5.0,3.28,-34.3,135.75011621061802
0.0,5.0,3.6,-35.98,178.38058533601728
0.0,5.0,3.92,-39.89,-46.523568951976635
0.0,5.0,4.24,-40.46,87.11329062243045
0.0,5.0,4.56,-49.8,132.29642575826034
0.0,5.0,4.88,-43.2,24.85387902656841
0.0,5.0,5.2,-38.59,114.83175313949093
0.0,5.0,5.52,-37.2,-155.18008904203234
0.0,5.0,5.84,-39.22,-74.99675659653057
0.0,5.0,6.16,-45.18,16.995284291135082
0.0,5.0,6.48,-59.08,149.33820864777766
0.0,5.0,6.8,-64.53,-5.869160102666087
0.0,5.0,7.12,-48.37,137.10817398721892
0.0,5.0,7.44,-43.82,-133.65578418311978
0.0,5.0,7.76,-42.01,-35.25377566808934
0.0,5.0,8.08,-46.05,32.71724786480395
0.0,5.0,8.4,-58.85,123.4522818485091
0.0,5.0,8.72,-52.37,-61.07025677973975
0.0,5.0,9.04,-52.96,119.59254776995533
0.0,5.0,9.36,-51.47,-117.35421020841011
0.0,5.0,9.68,-51.41,-13.831208882386347
0.0,5.0,10.0,-49.02,63.626296314679294
0.0,5.0,10.32,-50.37,158.91555680685244
0.0,5.0,10.64,-56.34,-122.83311892659334
0.0,5.0,10.96,-57.7,67.51542731606958
0.0,5.0,11.28,-60.43,168.67818487784643
0.0,5.0,11.6,-62.78,-60.73946425439082
0.0,5.0,11.92,-54.76,47.07865312641839
0.0,5.0,12.24,-54.21,121.69607277367584
0.0,5.0,12.56,-57.93,-169.10422278939703
0.0,5.0,12.88,-65.55,-40.78775412882248
0.0,5.0,13.2,-66.76,96.92176849627734
0.0,5.0,13.52,-69.0,179.66739052591728
0.0,5.0,13.84,-63.66,-20.832189934859805
0.0,5.0,14.16,-59.07,49.25969401466915
0.0,5.0,14.48,-63.85,-22.411947780417055
0.0,5.0,14.8,-59.16,-115.81308765116286
0.0,5.0,15.12,-66.76,-68.86333735083618
0.0,5.0,15.44,-74.13,88.77900550221551
0.0,5.0,15.76,-65.95,167.60129620372143
0.0,5.0,16.08,-69.11,-77.4353704515994
0.0,5.0,16.4,-65.08,-14.645386827889984
0.0,5.0,16.72,-62.54,6.817042777600027
0.0,5.0,17.04,-64.18,62.632587161919325
0.0,5.0,17.36,-71.15,143.17258419248208
0.0,5.0,17.68,-73.33,-37.18317023598575
0.0,5.0,18.0,-67.96,43.3469284628379
0.0,6.0,2.0,-28.83,83.37925153727095
0.0,6.0,2.32,-41.78,143.43246546175132
0.0,6.0,2.64,-45.62,-124.03674883129467
0.0,6.0,2.96,-32.55,95.24263298677519
0.0,6.0,3.28,-34.2,147.75038342966954
0.0,6.0,3.6,-36.86,-167.91739815170257
0.0,6.0,3.92,-40.0,-30.69183163940451
0.0,6.0,4.24,-40.11,95.71343680869289
0.0,6.0,4.56,-48.73,155.58045550445806
0.0,6.0,4.88,-44.49,42.87648209199902
0.0,6.0,5.2,-38.3,129.9532149960542
0.0,6.0,5.52,-37.24,-135.30079531717823
0.0,6.0,5.84,-38.25,-55.912888771611854
0.0,6.0,6.16,-45.13,40.635890389926104
0.0,6.0,6.48,-58.98,162.89511494120336
0.0,6.0,6.8,-63.46,59.85171531561086
0.0,6.0,7.12,-48.5,166.21418103792053
0.0,6.0,7.44,-44.72,-111.52313813381534
0.0,6.0,7.76,-41.84,-10.25055337121399
0.0,6.0,8.08,-45.4,64.19569420538461
0.0,6.0,8.4,-63.8,119.4516300631572
0.0,6.0,8.72,-53.94,-45.67673860028778
0.0,6.0,9.04,-53.79,133.35021253511184
0.0,6.0,9.36,-50.82,-95.19759276317954
0.0,6.0,9.68,-50.46,19.437680705112356
0.0,6.0,10.0,-49.73,96.17155814591068
0.0,6.0,10.32,-50.49,-175.68661083735302
0.0,6.0,10.64,-53.75,-91.6290973201722
0.0,6.0,10.96,-56.14,91.75320707574616
0.0,6.0,11.28,-61.97,-163.0876125759874
0.0,6.0,11.6,-61.44,-4.481024136472621
0.0,6.0,11.92,-53.45,87.15510716065116
0.0,6.0,12.24,-55.0,163.41103267353714
0.0,6.0,12.56,-57.35,-133.9264670407983
0.0,6.0,12.88,-68.93,-51.25588545531007
0.0,6.0,13.2,-65.77,138.5411655186454
0.0,6.0,13.52,-71.73,-107.56105093793747
0.0,6.0,13.84,-62.29,38.34649991388544
0.0,6.0,14.16,-59.2,103.23912390040097
0.0,6.0,14.48,-64.17,26.896298038597163
0.0,6.0,14.8,-57.59,-77.13709675611005
0.0,6.0,15.12,-64.81,-17.56053894326141
0.0,6.0,15.44,-65.67,129.54017598353587
0.0,6.0,15.76,-70.6,-164.87032882571356
0.0,6.0,16.08,-66.64,-17.293532664007163
0.0,6.0,16.4,-62.48,50.811410657263785
0.0,6.0,16.72,-63.08,88.3709695819574
0.0,6.0,17.04,-64.55,115.91818782714942
0.0,6.0,17.36,-74.24,161.24707109111446
0.0,6.0,17.68,-70.35,-73.4020215368596
0.0,6.0,18.0,-74.56,71.7466809250719
0.0,7.0,2.0,-29.0,78.35139482547956
0.0,7.0,2.32,-40.36,157.3088291415323
0.0,7.0,2.64,-46.96,-116.39601944438063
0.0,7.0,2.96,-33.0,104.35430808985271
0.0,7.0,3.28,-34.11,158.75361120330092
0.0,7.0,3.6,-37.19,-151.5218587972262
0.0,7.0,3.92,-39.73,-14.39212552992847
0.0,7.0,4.24,-40.16,104.23419635744017
0.0,7.0,4.56,-46.42,171.7336116369965
0.0,7.0,4.88,-45.17,67.19245194291709
0.0,7.0,5.2,-38.79,142.39546582156564
0.0,7.0,5.52,-37.1,-116.76979976569682
0.0,7.0,5.84,-37.65,-42.209005400485836
0.0,7.0,6.16,-44.99,68.21760684533712
0.0,7.0,6.48,-56.57,170.75995753267614
0.0,7.0,6.8,-60.04,72.83011249150506
0.0,7.0,7.12,-48.59,-167.21621212080248
0.0,7.0,7.44,-45.31,-81.97782868616467
0.0,7.0,7.76,-41.39,14.40752010224076
0.0,7.0,8.08,-44.68,91.41173591420652
0.0,7.0,8.4,-75.75,139.98468792143055
0.0,7.0,8.72,-55.32,-12.034785517000678
0.0,7.0,9.04,-56.49,153.9692553068906
0.0,7.0,9.36,-49.97,-78.77259815064568
0.0,7.0,9.68,-50.55,45.689294098368464
0.0,7.0,10.0,-48.96,138.5098453504468
0.0,7.0,10.32,-51.72,-150.20035385169973
0.0,7.0,10.64,-53.82,-66.90899314283791
0.0,7.0,10.96,-56.17,111.86646194162905
0.0,7.0,11.28,-59.62,-138.62587229172257
0.0,7.0,11.6,-60.42,57.328407868698676
0.0,7.0,11.92,-53.18,124.26746160831873
0.0,7.0,12.24,-53.32,-158.08300195414904
0.0,7.0,12.56,-57.19,-92.06287257761966
0.0,7.0,12.88,-69.56,24.916375543990448
0.0,7.0,13.2,-67.19,177.42350571976027
0.0,7.0,13.52,-69.99,-78.11668546808993
0.0,7.0,13.84,-62.59,75.57357590750458
0.0,7.0,14.16,-57.16,123.16759402249654
0.0,7.0,14.48,-60.13,75.39328595636394
0.0,7.0,14.8,-61.12,-24.35509116603209
0.0,7.0,15.12,-67.02,4.117326411388757
0.0,7.0,15.44,-66.1,148.03785210390657
0.0,7.0,15.76,-66.94,-113.65997419834152
0.0,7.0,16.08,-69.53,14.785660445743067
0.0,7.0,16.4,-59.76,91.23479708220643
0.0,7.0,16.72,-58.61,133.79609629108646
0.0,7.0,17.04,-65.77,164.00877574249375
0.0,7.0,17.36,-73.55,-126.5322028284274
0.0,7.0,17.68,-75.48,104.60148091321847
0.0,7.0,18.0,-68.46,120.03087109195879
0.0,8.0,2.0,-29.3,72.74088731551798
0.0,8.0,2.32,-39.12,166.81083251375236
0.0,8.0,2.64,-48.2,-106.92160281056533
0.0,8.0,2.96,-33.36,116.18099401658137
0.0,8.0,3.28,-34.02,171.40299742916403
0.0,8.0,3.6,-37.4,-134.40909315705815
0.0,8.0,3.92,-39.19,1.8150411161499647
0.0,8.0,4.24,-40.13,116.34138157172123
0.0,8.0,4.56,-44.98,-176.2999854455591
0.0,8.0,4.88,-45.41,93.29478780073337
0.0,8.0,5.2,-39.37,162.62237309008512
0.0,8.0,5.52,-36.95,-96.13474361959655
0.0,8.0,5.84,-37.65,-27.893104474979243
0.0,8.0,6.16,-43.61,90.21062752643199
0.0,8.0,6.48,-56.14,-172.53529130478992
0.0,8.0,6.8,-59.98,73.2961228934634
0.0,8.0,7.12,-48.91,-140.08234130273783
0.0,8.0,7.44,-45.59,-53.752258185674386
0.0,8.0,7.76,-41.0,39.27407856708793
0.0,8.0,8.08,-43.19,119.2196741682188
0.0,8.0,8.4,-62.6,-73.30159859343662
0.0,8.0,8.72,-56.81,14.378684589229282
0.0,8.0,9.04,-59.48,177.71489561731593
0.0,8.0,9.36,-51.85,-59.902604281518855
0.0,8.0,9.68,-50.87,69.97940660292504
0.0,8.0,10.0,-47.13,171.00531520971853
0.0,8.0,10.32,-51.74,-100.57368189199951
0.0,8.0,10.64,-56.41,-38.552694499320104
0.0,8.0,10.96,-56.03,137.29542839211757
0.0,8.0,11.28,-62.49,-125.94934297947596
0.0,8.0,11.6,-64.63,73.60255299727197
0.0,8.0,11.92,-54.0,160.4031278739272
0.0,8.0,12.24,-53.65,-124.59350580609431
0.0,8.0,12.56,-55.59,-44.29763847464321
0.0,8.0,12.88,-66.28,59.12113368059569
0.0,8.0,13.2,-66.51,-148.37915848559004
0.0,8.0,13.52,-69.09,-19.533665019262298
0.0,8.0,13.84,-61.55,110.60663200734952
0.0,8.0,14.16,-60.77,172.36635454793262
0.0,8.0,14.48,-60.88,117.1471902078254
0.0,8.0,14.8,-60.92,24.763244860359176
0.0,8.0,15.12,-66.9,83.73769096064848
0.0,8.0,15.44,-69.46,-179.54202201325862
0.0,8.0,15.76,-67.24,-108.08824212345408
0.0,8.0,16.08,-71.03,85.72193202654482
0.0,8.0,16.4,-59.98,126.8600315095157
0.0,8.0,16.72,-58.0,178.54530648980437
0.0,8.0,17.04,-62.3,-137.40837933257487
0.0,8.0,17.36,-76.96,-91.71537543886849
0.0,8.0,17.68,-76.43,143.31566026715447
0.0,8.0,18.0,-74.9,-146.71681560278313
0.0,9.0,2.0,-29.59,66.16220976892727
0.0,9.0,2.32,-38.08,173.09073910798634
0.0,9.0,2.64,-49.17,-91.66454640810734
0.0,9.0,2.96,-33.68,129.14178528728866
0.0,9.0,3.28,-33.89,-177.16770630971257
0.0,9.0,3.6,-37.15,-115.38699298869679
0.0,9.0,3.92,-38.33,14.229321929968153
0.0,9.0,4.24,-39.91,126.20817348476385
0.0,9.0,4.56,-43.7,-167.65051958127904
0.0,9.0,4.88,-44.37,113.29047052710742
0.0,9.0,5.2,-39.53,-174.5884019114003
0.0,9.0,5.52,-36.69,-75.994252658996
0.0,9.0,5.84,-38.3,-11.959858807333042
0.0,9.0,6.16,-42.53,108.8378904258618
0.0,9.0,6.48,-57.47,-142.86355999736355
0.0,9.0,6.8,-59.66,93.39152802817311
0.0,9.0,7.12,-47.89,-110.87492894325503
0.0,9.0,7.44,-45.36,-23.681072311593294
0.0,9.0,7.76,-40.54,64.05483803025271
0.0,9.0,8.08,-42.61,141.85839614810493
0.0,9.0,8.4,-58.47,-68.29166824392797
0.0,9.0,8.72,-54.13,54.25010756801461
0.0,9.0,9.04,-62.09,-143.70211730232649
0.0,9.0,9.36,-54.83,-26.35196577045912
0.0,9.0,9.68,-51.53,103.99592125181567
0.0,9.0,10.0,-46.07,-161.76574019122768
0.0,9.0,10.32,-49.9,-66.62369774437587
0.0,9.0,10.64,-56.7,13.222797011573077
0.0,9.0,10.96,-59.48,167.5061640209776
0.0,9.0,11.28,-61.18,-82.99556872660823
0.0,9.0,11.6,-60.63,109.82049651719097
0.0,9.0,11.92,-54.85,-162.4065737465951
0.0,9.0,12.24,-53.5,-86.63702863042532
0.0,9.0,12.56,-56.34,-3.5805505525246892
0.0,9.0,12.88,-65.31,102.58736332925659
0.0,9.0,13.2,-64.34,-100.30992597117815
0.0,9.0,13.52,-68.83,-2.9533656039230145
0.0,9.0,13.84,-62.24,155.43917423672391
0.0,9.0,14.16,-59.51,-127.99731005214295
0.0,9.0,14.48,-60.03,157.82119233061096
0.0,9.0,14.8,-57.84,62.94919016866878
0.0,9.0,15.12,-63.04,120.27204127228373
0.0,9.0,15.44,-64.65,-96.99679555943968
0.0,9.0,15.76,-78.53,-17.71730177624759
0.0,9.0,16.08,-68.73,178.8358329427081
0.0,9.0,16.4,-59.99,-160.7234559744607
0.0,9.0,16.72,-61.84,-147.18971708602996
0.0,9.0,17.04,-63.61,-103.33922978167006
0.0,9.0,17.36,-71.02,-21.735193093513974
0.0,9.0,17.68,-78.21,129.2703104168889
0.0,9.0,18.0,-75.84,160.011994203608
0.0,10.0,2.0,-29.9,58.69017722612692
0.0,10.0,2.32,-37.02,179.49728050918122
0.0,10.0,2.64,-49.14,-72.36915033199851
0.0,10.0,2.96,-33.51,142.69725291603007
0.0,10.0,3.28,-33.71,-166.59681375952468
0.0,10.0,3.6,-36.53,-98.95585436395952
0.0,10.0,3.92,-37.54,25.466407847850284
0.0,10.0,4.24,-39.6,138.88143693093687
0.0,10.0,4.56,-42.98,-159.23777805428227
0.0,10.0,4.88,-43.58,130.31297319661152
0.0,10.0,5.2,-38.91,-152.6185595584813
0.0,10.0,5.52,-36.39,-55.99646532522637
0.0,10.0,5.84,-38.93,9.221616755348762
