# --- TEST-START ---
# CONFIG_JSON: {"name":"Custom 2D Slice","mode":"custom","polarization":"vertical","sweep":{"start_ghz":1.0,"stop_ghz":20.0,"points":101,"format":"MAG","power_dbm":0.0},"grid":{"phi_step_deg":null,"theta_step_deg":null,"custom_axis":"phi","custom_angle_deg":0.0,"custom_step_deg":1.0},"plot_options":{"title":"Live Pattern","grid":false,"y_limits":[-60.0,0.0],"do_not_modify_vna":false},"created_local":"2025-11-21 09:32:59","created_utc":"2025-11-21T14:32:59.214426Z"}
# META: vna=VNAController
# META: positioner=SerialController
# META: polarization=vertical
Phi (deg),Theta (deg),Frequency (GHz),Magnitude (dB)
0.0,1.0,15.44,-62.68,34.75099732473792
0.0,1.0,15.63,-66.26,23.215358523325467
0.0,1.0,15.82,-65.37,23.14012416746297
0.0,1.0,16.01,-64.91,0.765821483279358
0.0,1.0,16.2,-62.56,-5.5795674937235
0.0,1.0,16.39,-64.88,-43.56844873786087
0.0,1.0,16.58,-59.94,-113.33519693213994
0.0,1.0,16.77,-60.03,-134.58580629713506
0.0,1.0,16.96,-62.56,-172.7940712224636
0.0,1.0,17.15,-65.41,140.86983454504107
0.0,1.0,17.34,-65.71,119.45444385806151
0.0,1.0,17.53,-73.18,165.50250589434518
0.0,1.0,17.72,-73.87,135.82211000006947
0.0,1.0,17.91,-70.85,118.37698762760823
0.0,1.0,18.1,-68.96,93.51305972192644
0.0,1.0,18.29,-66.0,67.27116110493135
0.0,1.0,18.48,-67.49,54.973258070508514
0.0,1.0,18.67,-63.96,-39.310134734040346
0.0,1.0,18.86,-62.87,-68.02231600418182
0.0,1.0,19.05,-69.63,-111.72822417870958
0.0,1.0,19.24,-65.87,-164.22712718141617
0.0,1.0,19.43,-66.5,164.46317276566492
0.0,1.0,19.62,-69.7,166.2465659269448
0.0,1.0,19.81,-73.18,71.43964708436933
0.0,1.0,20.0,-70.18,23.83733879967127
0.0,2.0,1.0,-82.43,-9.547202049467542
0.0,2.0,1.19,-75.07,136.7148383038338
0.0,2.0,1.38,-48.12,152.91007240261726
0.0,2.0,1.57,-35.1,53.738546443316466
0.0,2.0,1.76,-31.97,-52.3335755075554
0.0,2.0,1.95,-27.72,-154.95233911146275
0.0,2.0,2.14,-31.64,149.2668703753731
0.0,2.0,2.33,-36.08,87.64814901789208
0.0,2.0,2.52,-37.95,82.13704173905789
0.0,2.0,2.71,-42.21,63.637209871877445
0.0,2.0,2.9,-40.22,178.61342633626944
0.0,2.0,3.09,-34.03,98.4670296786145
0.0,2.0,3.28,-36.43,89.15984723157902
0.0,2.0,3.47,-33.13,55.16345831967368
0.0,2.0,3.66,-35.92,-2.419474672444019
0.0,2.0,3.85,-40.13,32.23051563133712
0.0,2.0,4.04,-40.45,-3.9471199937790016
0.0,2.0,4.23,-43.74,4.366469526917612
0.0,2.0,4.42,-40.76,-28.357186533539675
0.0,2.0,4.61,-45.61,-108.08645450122492
0.0,2.0,4.8,-44.15,138.39360945072465
0.0,2.0,4.99,-39.4,84.21672132318453
0.0,2.0,5.18,-39.86,49.39386991149324
0.0,2.0,5.37,-37.99,51.02728498096939
0.0,2.0,5.56,-37.69,24.452628789643132
0.0,2.0,5.75,-37.64,-9.785216564958283
0.0,2.0,5.94,-41.3,-27.008243529324204
0.0,2.0,6.13,-44.05,-22.682716790461193
0.0,2.0,6.32,-48.63,-50.93227419081643
0.0,2.0,6.51,-53.26,-11.29185494568608
0.0,2.0,6.7,-58.69,26.534502466747018
0.0,2.0,6.89,-54.89,77.47021824762822
0.0,2.0,7.08,-46.4,66.09514929658812
0.0,2.0,7.27,-43.96,47.25156502556562
0.0,2.0,7.46,-44.35,22.042038774534124
0.0,2.0,7.65,-40.9,17.296029242869157
0.0,2.0,7.84,-42.14,-13.279307238433855
0.0,2.0,8.03,-44.17,-38.34516396154442
0.0,2.0,8.22,-48.9,-57.49630584291259
0.0,2.0,8.41,-54.27,-30.964856066084156
0.0,2.0,8.6,-56.9,-25.64785131174521
0.0,2.0,8.79,-56.47,3.736884869746264
0.0,2.0,8.98,-61.88,24.311124598664154
0.0,2.0,9.17,-55.94,44.91545481402566
0.0,2.0,9.36,-51.3,41.13709196980618
0.0,2.0,9.55,-49.6,20.244544168321006
0.0,2.0,9.74,-49.05,15.052087371800024
0.0,2.0,9.93,-47.54,-11.338124390540301
0.0,2.0,10.12,-49.42,-39.62073184260675
0.0,2.0,10.31,-52.47,-54.32866858938328
0.0,2.0,10.5,-53.88,-61.091460463592945
0.0,2.0,10.69,-63.42,-76.6809257081613
0.0,2.0,10.88,-56.01,-32.75056383767051
0.0,2.0,11.07,-56.82,-73.66535412071286
0.0,2.0,11.26,-63.59,-93.9031303512902
0.0,2.0,11.45,-66.11,-10.979709069283679
0.0,2.0,11.64,-55.19,-10.961436721361808
0.0,2.0,11.83,-54.19,-26.88606139940565
0.0,2.0,12.02,-52.8,-50.46464529538762
0.0,2.0,12.21,-53.55,-71.4623721161891
0.0,2.0,12.4,-52.22,-102.93589978015217
0.0,2.0,12.59,-55.74,-137.14710732330437
0.0,2.0,12.78,-58.22,-156.4009858634331
0.0,2.0,12.97,-62.84,-157.8612881237207
0.0,2.0,13.16,-62.34,-125.52369325253042
0.0,2.0,13.35,-60.62,-150.08035285311638
0.0,2.0,13.54,-64.44,-155.13721982589018
0.0,2.0,13.73,-64.65,-124.09413162285249
0.0,2.0,13.92,-61.7,-152.58920765369277
0.0,2.0,14.11,-59.48,-169.75864410691133
0.0,2.0,14.3,-57.93,135.1517113520244
0.0,2.0,14.49,-66.12,-55.83087749702844
0.0,2.0,14.68,-59.41,-171.4065667121635
0.0,2.0,14.87,-58.82,145.14616175551822
0.0,2.0,15.06,-62.82,130.327454370184
0.0,2.0,15.25,-63.78,124.64595470573776
0.0,2.0,15.44,-67.37,85.94199023484347
0.0,2.0,15.63,-65.43,73.5118679184855
0.0,2.0,15.82,-66.13,76.90725975257934
0.0,2.0,16.01,-64.03,44.31861508660217
0.0,2.0,16.2,-60.95,56.15754028165432
0.0,2.0,16.39,-62.12,20.94392507334525
0.0,2.0,16.58,-60.1,-45.27738809283097
0.0,2.0,16.77,-64.55,-67.58008009512099
0.0,2.0,16.96,-63.4,-127.97051666212427
0.0,2.0,17.15,-62.15,-167.05911027012448
0.0,2.0,17.34,-68.16,174.35611220797693
0.0,2.0,17.53,-69.41,173.05397776103644
0.0,2.0,17.72,-71.5,175.67236625021346
0.0,2.0,17.91,-66.9,115.10846874317193
0.0,2.0,18.1,-70.71,149.1407104155597
0.0,2.0,18.29,-67.29,138.92297767115107
0.0,2.0,18.48,-62.29,90.10464676068071
0.0,2.0,18.67,-64.01,31.249497785518205
0.0,2.0,18.86,-65.77,8.74441321446524
0.0,2.0,19.05,-66.48,-53.36017166364253
0.0,2.0,19.24,-67.92,-70.38614202451757
0.0,2.0,19.43,-72.41,-146.3807432399784
0.0,2.0,19.62,-70.37,-175.44854928261185
0.0,2.0,19.81,-72.26,153.32006839483233
0.0,2.0,20.0,-71.44,130.21427143908886
0.0,3.0,1.0,-75.8,73.22750107451839
0.0,3.0,1.19,-72.48,97.75154635431495
0.0,3.0,1.38,-48.23,155.42901018850807
0.0,3.0,1.57,-35.13,59.39005308205552
0.0,3.0,1.76,-31.78,-45.54953835763214
0.0,3.0,1.95,-27.66,-149.76729765407435
0.0,3.0,2.14,-31.93,155.92742669768325
0.0,3.0,2.33,-35.73,99.72782054026983
0.0,3.0,2.52,-37.41,89.84478322151496
0.0,3.0,2.71,-42.28,66.05824583095395
0.0,3.0,2.9,-39.62,-167.53009461016472
0.0,3.0,3.09,-34.12,107.43263049404467
0.0,3.0,3.28,-36.06,102.76543756663212
0.0,3.0,3.47,-32.75,63.76973326549653
0.0,3.0,3.66,-36.52,10.394391458146691
0.0,3.0,3.85,-39.58,41.88074112454339
0.0,3.0,4.04,-40.5,10.762909417388114
0.0,3.0,4.23,-41.62,20.761857720742217
0.0,3.0,4.42,-40.52,-20.615184224909264
0.0,3.0,4.61,-45.72,-99.59887717517257
0.0,3.0,4.8,-43.9,151.43411324093478
0.0,3.0,4.99,-40.19,99.18321073500076
0.0,3.0,5.18,-39.61,70.7732079874227
0.0,3.0,5.37,-37.16,70.7473190528854
0.0,3.0,5.56,-37.58,42.88678892511239
0.0,3.0,5.75,-37.5,10.90502870472595
0.0,3.0,5.94,-40.87,-4.226545183596246
0.0,3.0,6.13,-42.92,-5.605420205951231
0.0,3.0,6.32,-49.69,-40.17423263124575
0.0,3.0,6.51,-53.26,26.515708398252155
0.0,3.0,6.7,-56.63,26.86594365179487
0.0,3.0,6.89,-56.45,103.69680108315319
0.0,3.0,7.08,-47.07,93.68838286934168
0.0,3.0,7.27,-43.71,73.66130896633382
0.0,3.0,7.46,-44.03,46.418857765123036
0.0,3.0,7.65,-41.15,42.75072101244224
0.0,3.0,7.84,-41.75,17.118254662913742
0.0,3.0,8.03,-43.64,-6.223329670299309
0.0,3.0,8.22,-47.55,-29.45765246648412
0.0,3.0,8.41,-55.28,-12.523367011667263
0.0,3.0,8.6,-56.2,18.9145892043466
0.0,3.0,8.79,-54.46,23.524525399132088
0.0,3.0,8.98,-62.23,66.42045642438802
0.0,3.0,9.17,-54.88,76.30416913274807
0.0,3.0,9.36,-51.12,70.09689779522546
0.0,3.0,9.55,-49.87,52.479697509325476
0.0,3.0,9.74,-48.79,49.16439750067615
0.0,3.0,9.93,-47.82,15.292520350483906
0.0,3.0,10.12,-50.15,-2.2783286412002077
0.0,3.0,10.31,-51.21,-19.84901045186178
0.0,3.0,10.5,-53.97,-29.504035395515377
0.0,3.0,10.69,-64.17,-16.131916465869036
0.0,3.0,10.88,-55.47,-0.2910661412656763
0.0,3.0,11.07,-56.8,-46.116418188723415
0.0,3.0,11.26,-69.12,-49.01360476070352
0.0,3.0,11.45,-65.55,28.565168738537842
0.0,3.0,11.64,-55.65,28.69886413511123
0.0,3.0,11.83,-53.58,7.247369973859866
0.0,3.0,12.02,-52.5,-13.697942475262886
0.0,3.0,12.21,-52.18,-28.86821284600036
0.0,3.0,12.4,-52.76,-60.9063392565272
0.0,3.0,12.59,-57.79,-88.26589758518003
0.0,3.0,12.78,-60.26,-102.86900182448575
0.0,3.0,12.97,-67.93,-125.52231733409516
0.0,3.0,13.16,-64.79,-115.59505423031638
0.0,3.0,13.35,-62.74,-123.8166819578108
0.0,3.0,13.54,-78.87,-140.82494180481265
0.0,3.0,13.73,-63.24,-65.8932926260591
0.0,3.0,13.92,-62.2,-93.29993738692514
0.0,3.0,14.11,-58.99,-124.39819683504378
0.0,3.0,14.3,-58.3,-170.73648900398422
0.0,3.0,14.49,-67.13,-23.107813191944597
0.0,3.0,14.68,-58.72,-139.06135519501444
0.0,3.0,14.87,-58.29,-169.5201188155282
0.0,3.0,15.06,-60.52,150.84762823304314
0.0,3.0,15.25,-62.35,150.8440152989071
0.0,3.0,15.44,-63.36,154.3813591064347
0.0,3.0,15.63,-64.06,154.07489718317393
0.0,3.0,15.82,-64.09,119.09621613637032
0.0,3.0,16.01,-65.71,129.5899871088302
0.0,3.0,16.2,-60.07,109.78813424061259
0.0,3.0,16.39,-59.19,89.31991693398001
0.0,3.0,16.58,-59.3,23.792314785826193
0.0,3.0,16.77,-61.88,1.7806796120241426
0.0,3.0,16.96,-65.27,-75.28907208201383
0.0,3.0,17.15,-63.62,-112.2028745380477
0.0,3.0,17.34,-66.08,-125.75607080429533
0.0,3.0,17.53,-72.86,178.71160971568034
0.0,3.0,17.72,-68.15,-170.53871383824102
0.0,3.0,17.91,-74.13,-131.21449090236172
0.0,3.0,18.1,-70.49,-165.42305966813618
0.0,3.0,18.29,-64.82,-178.48269750019557
0.0,3.0,18.48,-64.37,148.97079491796956
0.0,3.0,18.67,-63.53,116.90276595539684
0.0,3.0,18.86,-65.14,78.75106811003918
0.0,3.0,19.05,-61.71,-3.5167361947396496
0.0,3.0,19.24,-67.65,-36.99495637198619
0.0,3.0,19.43,-66.16,-98.13530030924794
0.0,3.0,19.62,-67.26,-109.32898277078263
0.0,3.0,19.81,-71.13,-115.49228496570252
0.0,3.0,20.0,-81.76,-178.24876450522243
0.0,4.0,1.0,-73.4,68.15951861281822
0.0,4.0,1.19,-73.56,65.5535585868679
0.0,4.0,1.38,-48.56,155.81959845457112
0.0,4.0,1.57,-35.26,66.92268435732245
0.0,4.0,1.76,-31.5,-37.39912797955167
0.0,4.0,1.95,-27.63,-144.2583513063802
0.0,4.0,2.14,-32.24,164.52078152204137
0.0,4.0,2.33,-35.34,111.16104370493413
0.0,4.0,2.52,-36.61,95.31571543664076
0.0,4.0,2.71,-42.46,68.15945982890375
0.0,4.0,2.9,-39.43,-155.6834823128816
0.0,4.0,3.09,-34.42,118.35581506175465
0.0,4.0,3.28,-35.77,115.60188711934285
0.0,4.0,3.47,-32.62,72.99208616489332
0.0,4.0,3.66,-37.06,25.607679909329224
0.0,4.0,3.85,-39.47,50.1237223252587
0.0,4.0,4.04,-40.25,25.266757279801574
0.0,4.0,4.23,-40.23,31.293913793380412
0.0,4.0,4.42,-40.95,-10.609888933277505
0.0,4.0,4.61,-45.88,-87.89169255279121
0.0,4.0,4.8,-43.25,163.73024376574296
0.0,4.0,4.99,-41.41,117.28199026233212
0.0,4.0,5.18,-39.3,90.76454466699263
0.0,4.0,5.37,-36.51,86.44792970559759
0.0,4.0,5.56,-37.78,62.3886480575423
0.0,4.0,5.75,-37.35,29.26491974227895
0.0,4.0,5.94,-40.14,15.95353052838597
0.0,4.0,6.13,-42.53,7.684456284434409
0.0,4.0,6.32,-50.67,-17.33422433952364
0.0,4.0,6.51,-51.16,37.86235641987003
0.0,4.0,6.7,-55.63,22.510298905763396
0.0,4.0,6.89,-54.46,140.73488346822575
0.0,4.0,7.08,-46.84,118.835517764452
0.0,4.0,7.27,-43.32,94.96893373887512
0.0,4.0,7.46,-44.0,71.02408311944679
0.0,4.0,7.65,-40.9,68.40185445096509
0.0,4.0,7.84,-41.63,43.453901727282506
0.0,4.0,8.03,-42.9,19.723940401698506
0.0,4.0,8.22,-47.16,-5.8463582887063295
0.0,4.0,8.41,-54.92,10.314124198191436
0.0,4.0,8.6,-54.07,60.21666474627938
0.0,4.0,8.79,-54.0,37.492632577521576
0.0,4.0,8.98,-59.38,83.61836275258231
0.0,4.0,9.17,-54.89,103.10629339951447
0.0,4.0,9.36,-51.36,107.69391677130568
0.0,4.0,9.55,-49.42,84.80084328307807
0.0,4.0,9.74,-47.72,85.15220135290485
0.0,4.0,9.93,-48.62,50.2304551456041
0.0,4.0,10.12,-48.79,34.34185042987391
0.0,4.0,10.31,-50.24,19.48812540761639
0.0,4.0,10.5,-52.8,-1.8473530850646573
0.0,4.0,10.69,-59.43,14.967387422169656
0.0,4.0,10.88,-54.96,41.81181470079227
0.0,4.0,11.07,-56.78,-5.6179746748228405
0.0,4.0,11.26,-64.73,19.17789016724277
0.0,4.0,11.45,-69.89,65.39714875046553
0.0,4.0,11.64,-57.05,76.77069025057045
0.0,4.0,11.83,-54.08,38.62306313532437
0.0,4.0,12.02,-51.9,23.80322985514544
0.0,4.0,12.21,-50.46,5.586466435136471
0.0,4.0,12.4,-51.51,-20.443370026951253
0.0,4.0,12.59,-54.39,-32.50558456388507
0.0,4.0,12.78,-60.32,-39.50787381087427
0.0,4.0,12.97,-70.35,-62.354448610064125
0.0,4.0,13.16,-62.39,-43.510565218623306
0.0,4.0,13.35,-64.85,-97.69294249839433
0.0,4.0,13.54,-72.2,50.18134522231037
0.0,4.0,13.73,-68.35,-49.92360187422017
0.0,4.0,13.92,-59.68,-56.890222186370785
0.0,4.0,14.11,-57.6,-69.782260981412
0.0,4.0,14.3,-58.38,-122.14884432677677
0.0,4.0,14.49,-68.43,50.145054249785254
0.0,4.0,14.68,-59.46,-81.72754516366093
0.0,4.0,14.87,-59.25,-126.92381323047152
0.0,4.0,15.06,-63.81,-164.42706018739904
0.0,4.0,15.25,-62.29,-175.05777469591797
0.0,4.0,15.44,-61.21,-175.58257559882085
0.0,4.0,15.63,-66.01,159.17065541458766
0.0,4.0,15.82,-67.14,163.6197104716185
0.0,4.0,16.01,-70.89,144.98294912297158
0.0,4.0,16.2,-61.04,145.90484288387535
0.0,4.0,16.39,-59.42,114.67615616033663
0.0,4.0,16.58,-58.41,74.1231568628966
0.0,4.0,16.77,-58.27,25.815646520322876
0.0,4.0,16.96,-63.35,-2.0752843172106648
0.0,4.0,17.15,-65.6,-58.036033075078066
0.0,4.0,17.34,-71.61,-62.341121088198484
0.0,4.0,17.53,-69.55,-33.1355720521695
0.0,4.0,17.72,-70.68,-78.0158721649939
0.0,4.0,17.91,-72.82,-127.05321660983172
0.0,4.0,18.1,-72.56,-114.65533323013345
0.0,4.0,18.29,-68.18,-130.9415598308617
0.0,4.0,18.48,-64.03,-122.94707178721602
0.0,4.0,18.67,-64.04,163.28917975914203
0.0,4.0,18.86,-61.31,122.0380251347217
0.0,4.0,19.05,-66.48,36.18468927144187
0.0,4.0,19.24,-67.85,48.21065774771421
0.0,4.0,19.43,-67.08,-25.448527597719
0.0,4.0,19.62,-68.55,-23.443149795757517
0.0,4.0,19.81,-70.61,-107.50895021162313
0.0,4.0,20.0,-74.3,-134.76614407159377
0.0,5.0,1.0,-72.75,63.36260572689582
0.0,5.0,1.19,-75.42,114.15419512363562
0.0,5.0,1.38,-47.67,161.04899154498978
0.0,5.0,1.57,-35.25,71.91563709241093
0.0,5.0,1.76,-31.22,-31.1383869772599
0.0,5.0,1.95,-27.6,-139.35398671004677
0.0,5.0,2.14,-32.4,173.35699409374672
0.0,5.0,2.33,-34.61,120.64700907274647
0.0,5.0,2.52,-36.04,99.19741508170297
0.0,5.0,2.71,-42.82,71.32463054537465
0.0,5.0,2.9,-38.98,-147.29417955787767
0.0,5.0,3.09,-34.82,130.29154592712536
0.0,5.0,3.28,-35.21,126.8514798088522
0.0,5.0,3.47,-32.56,81.3888297459054
0.0,5.0,3.66,-37.4,42.72500407918865
0.0,5.0,3.85,-39.33,62.20336643704148
0.0,5.0,4.04,-39.71,40.68854007266543
0.0,5.0,4.23,-39.17,39.5200257168013
